LK1098|当一部电台在呼叫CQ时，他的意思是？|A|||非特指地呼叫任何一部电台|呼叫重庆的电台|此电台正在测试天线，不需要任何电台回答这个呼叫|只有被呼叫的电台可以回答，其他人不能回答
LK1102|如果其他电台报告你在2米波段的信号刚才非常强，但是突然变弱或不可辨，这时你应当怎么做？|A|||稍稍移动一下自己的位置，有时信号无规律反射造成的多径效应可能导致失真|请对方电台调整自己的静噪设置|打开哑音发射功能|将你电台中的镍氢电池换成锂电池
LK1131|下列哪种方式可以让你快速切换到一个你经常使用的频率？|D|||关闭哑音输出|使用快速扫描模式来切换到那个频率|打开哑音输出|将这个频率作为一个频道存储在电台中
LK0267|某业余电台CW信号的片段为“by1cra test up 5”，意思是：|A|||该台的呼号为BY1CRA，正在参加竞赛，接收频率从发射频率向上偏移5kHz|该台的呼号为BY1CRA，正在试验信号，并希望呼号前缀为UP5的业余电台回答|该台的呼号为BY1CRA，正在试验信号为UP5的发射设备|该台正在试验设备并且呼叫BY1CRA，请对方在高5kHz的频率回答
LK0248|参加DX网络通信有助于与一些稀有电台建立通信。正确做法是：|D|||当两个电台在网络主控台安排下互联联络时，自己可以通过Break in插入通信|听到DX网络通信后，应抓住机会立即对听到的电台发起呼叫|DX网络时间内肯定有很多DX电台在守听，利用该频点呼叫CQ定有收获|事前了解网络规则，未经主控台允许不能随意发起呼叫，根据主控台要求进行登录，然后需随时注意主控台的安排，在主控台安排DX电台呼叫自己时及时回答联络
LK1071|法规要求业余电台在通信建立及结束时主动发送本台呼号。允许用发送呼号的一部分来代替发送完整呼号的情况是：|B|||在VHF/UHF频段进行本地呼叫时可以仅使用呼号后缀作为电台标识|在任何情况下都必须用完整呼号作为电台标识|在熟悉的友台之间呼叫可以仅使用呼号后缀作为电台标识|在HF频段进行国内呼叫时可以仅使用呼号后缀作为电台标识
LK1207|下列哪一项，是在竞赛中与其他电台通联时的良好习惯？|A|||尽可能不发送除了呼号和必要的信号报告以外的其他信息|三项全部正确|为了确保自己在对方的日志中，要和他通联两次|如果频率上有电台堆叠，要确保每次只报自己呼号的后两位
LK0861|业余电台异频收发操作方式（split）的主要适用场合为：|D|||两个业余电台不想使其他业余电台听到完整的对话内容时|一个业余电台使用独立的收信和发信设备时|通信双方之一使用频率固定的发信设备时|本台呼叫受到大量电台回答（pile-up）时将收发信号错开以避免干扰，或者通信双方处于不同的国际频率分配或频率规划区域时
LK1036|14022KHz有很多电台争相报出自己的呼号，原来是想呼叫发射频率为14020KHz的某稀有台。如要加入对该稀有台的呼叫，应该：|B|||守听14020KHz，在稀有台结束和其他电台联络或者呼叫CQ和QRZ时，在14020KHz快速准确地发送自己的呼号|守听14020KHz，在稀有台结束和其他电台联络或者呼叫CQ和QRZ时，在14022KHz快速准确地发送自己的呼号|在14020KHz呼叫该稀有台|在14022KHz不断发送自己的呼号
LK0865|在HF频段DX竞赛中回答正在呼叫CQ的参赛电台的方法是，先通过守听搞清其守听频率，然后在其发送“QRZ？”或者在其CQ呼叫停止后进行如下操作：|C|||在其守听频率上发送对方完整呼号和本台的完整呼号|在其呼叫频率上发送对方完整呼号和本台的完整呼号|在其守听频率上发送本台的完整呼号|在其呼叫频率上发送本台的完整呼号
LK0287|“谁在呼叫我”的业余无线电通信Q简语为：|D|||QRA？|QSL？|QRZ|QRZ？
LK0292|“我遇到他台干扰”的业余无线电通信Q简语为：|B|||QSM|QRM|QRN|QSB？
LK0285|“你和我还有事吗”的业余无线电通信Q简语为：|A|||QRU？|QRL？|QRU|QRB？
LK0286|“我和你无事了”的业余无线电通信Q简语为：|A|||QRU|QRU？|QRS|QRL
LK0288|“要我增加功率吗”的业余无线电通信Q简语为：|C|||QSO？|QRO|QRO？|QRS？
LK0289|“要我减小功率吗”的业余无线电通信Q简语为：|D|||QSP？|QRS？|QRP|QRP？
LK0290|“我能直接和×××电台通信”的业余无线电通信Q简语为：|C|||QRV　×××|QSP　×××|QSO　×××|QRU　×××
LK0291|“你能直接和×××电台通信吗”的业余无线电通信Q简语为：|B|||QRL　××× ？|QSO　××× ？|QRT　××× ？|QRV　××× ？
LK0293|“你遇到他台干扰吗”的业余无线电通信Q简语为：|B|||QSM？|QRM？|QSD？|QSN？
LK0295|“你遇到天电干扰吗”的业余无线电通信Q简语为：|A|||QRN？|QSM？|QSN？|QRV？
LK0296|“要我加快发送速度吗”的业余无线电通信Q简语为：|D|||QRS？|QRT？|QSQ？|QRQ？
LK0297|“请加快发送速度”的业余无线电通信Q简语为：|C|||QSV|QSQ|QRQ|QSM
LK0298|“要我减慢发送速度吗”的业余无线电通信Q简语为：|B|||QRQ？|QRS？|QRT？|QSQ？
LK0299|“请减慢发送速度”的业余无线电通信Q简语为：|B|||QRO|QRS|QSV|QSM
LK0313|“我给你收据（QSL卡片）、我已收妥”的业余无线电通信Q简语为：|A|||QSL|QRG|QRV|QSX
LK0321|“我的电台位置是××××”的业余无线电通信Q简语为：|C|||QSL　××××|QRD　××××|QTH　××××|QSP　××××
LK0300|“你是否已准备好”的业余无线电通信Q简语为：|A|||QRV？|QRL？|QRU？|QSV？
LK0301|“我已准备好”的业余无线电通信Q简语为：|B|||QRL|QRV|QSV|QRU
LK0302|“要我停止发送吗”的业余无线电通信Q简语为：|A|||QRT？|QSX|QRT|QST？
LK0303|“请停止发送”的业余无线电通信Q简语为：|C|||QSB|QST|QRT|QRV
LK0304|“我的信号有衰落吗”的业余无线电通信Q简语为：|B|||QRB？|QSB？|QSP？|QSD？
LK0305|“你的信号有衰落”的业余无线电通信Q简语为：|A|||QSB|QSX|QRE|QSP
LK0306|“我发报的手法有毛病吗”的业余无线电通信Q简语为：|D|||QSB？|QRT？|QSV？|QSD？
LK0307|“你发报的手法有毛病”的业余无线电通信Q简语为：|B|||QRC|QSD|QSU|QSK
LK0308|“你正忙着吗”的业余无线电通信Q简语为：|B|||QRU？|QRL？|QSU？|QRX？
LK0309|“我正忙着”的业余无线电通信Q简语为：|B|||QSV|QRL|QRB|QRX
LK0310|“能在你的信号间隙中接收吗（即QSK插入方式）”的业余无线电通信Q简语为：|A|||QSK？|QRF？|QRJ？|QSG？
LK0294|“我遇到天电干扰”的业余无线电通信Q简语为：|A|||QRN|QST|QRM|QSN
LK0311|“我在发射的信号间隙中接收（即QSK插入方式）”的业余无线电通信Q简语为：|D|||QSM|QRK|QRE|QSK
LK0312|“你能给我收据（或QSL卡片）吗”的业余无线电通信Q简语为：|D|||QSD？|QSA？|QRL？|QSL？
LK0314|“你能传信到×××电台吗”的业余无线电通信Q简语为：|A|||QSP ×××？|QRD ×××？|QRV ×××？|QSX ×××？
LK0315|“我能传信到×××电台”的业余无线电通信Q简语为：|A|||QSP ×××|QSH ×××|QRP ×××|QRL ×××
LK0316|“你将在nnnn KHz（或MHz）频率守听×××电台吗”的业余无线电通信Q简语为：|D|||QRV ××× ON nnnn KHz（或MHz）？|QRU ××× ON nnnn KHz（或MHz）？|QSL ××× ON nnnn KHz（或MHz）？|QSX ××× ON nnnn KHz（或MHz）？
LK0317|“我将在nnnn KHz（或MHz）频率守听×××电台”的业余无线电通信Q简语为：|A|||QSX ××× ON nnnn KHz（或MHz）|QRZ ××× ON nnnn KHz（或MHz）|QRX ××× ON nnnn KHz（或MHz）|QSP ××× ON nnnn KHz（或MHz）
LK0318|“要我将频率改到nnnn频率吗”的业余无线电通信Q简语为：|C|||QRV nnnn KHz（或MHz）？|QSV nnnn KHz（或MHz）？|QSY nnnn KHz（或MHz）？|QRY nnnn KHz（或MHz）？
LK0319|“请将频率改到nnnn频率”的业余无线电通信Q简语为：|B|||QSU nnnn KHz（或MHz）|QSY nnnn KHz（或MHz）|QRY nnnn KHz（或MHz）|QRO nnnn KHz（或MHz）
LK0320|“你的电台位置在哪里”的业余无线电通信Q简语为：|B|||QSZ？|QTH？|QRA？|QSA？
LK0322|“我的信号强度如何”的业余无线电通信Q简语为：|C|||QSB？|QSD？|QSA？|QTU？
LK0323|“你的信号强度为×级（1-5级）”的业余无线电通信Q简语为：|C|||QSL ×|QRY|QSA ×|QRM ×
LK0331|“天线”的业余无线电通信常用缩语是：|A|||ANT|ATN|ATR|ATT
LK0332|业余无线电常用缩语“ARDF”的意思是：|C|||天线调谐器、天调|地址|业余无线电测向|天线测试仪
LK0352|“频率”的业余无线电通信常用缩语是：|A|||FREQ|TUNE|FIND|FER
LK0361|业余无线电通信常用缩语“GND”的意思是：|C|||高兴|好运气|地线，地面|格林威治时间
LK0373|业余无线电通信常用缩语“OM”的意思是：|D|||欧姆|老人|或者|老朋友
LK0376|“电台设备”的业余无线电通信常用缩语是：|A|||RIG|REG|EQP|SB
LK0324|业余无线电通信常用缩语“ABT”的意思是：|A|||关于、大约|在…之上|电池|衰减
LK0325|“地址”的业余无线电通信常用缩语是：|B|||ATT|ADR或ADDR|ABV|ABT
LK0326|业余无线电常用缩语“ATT”的意思是：|D|||衰落|关于、大约|地址|衰减
LK0327|业余无线电常用缩语“PWR”的意思是：|D|||报告|中继台|读写|功率
LK0328|“再”、“再来一次”的业余无线电通信常用缩语是：|D|||GA|ABV|ABT|AGN
LK0329|业余无线电通信常用缩语“GA”的意思是：|B|||公安|继续、请过来|姑娘|垂直地网天线
LK0330|业余无线电通信常用缩语“AHR”的意思是：|A|||另一个|这里|天线|地址
LK0333|“收听”的业余无线电常用缩语是：|D|||HR|GA|RCV|KP
LK0334|业余无线电常用缩语“HST”的意思是：|D|||信号报告|这里、听到|通播|快速收发报
LK0335|业余无线电CW通信常用缩语“AS”（经常连发在一起）的意思是：|B|||天线|请稍等|关于|全部
LK0336|业余无线电通信常用缩语“AS”的意思有：|C|||天线开关|关于|请稍等、亚洲、如同|回答
LK0337|业余无线电通信常用词语“BEST”的意思是：|B|||信号报告|最好的|电池组|通播电报
LK0338|业余无线电通信常用缩语“BJT”的意思是：|A|||北京时间|双极型半导体管|结型场效应半导体管|双基极二极管
LK0339|业余无线电通信常用缩语“BK”的意思是：|C|||结束工作|千字节（单位）|插入、打断|请马上回答
LK0340|“QSL卡片管理局”的业余无线电通信常用缩语是：|B|||BOUR|BURO|BRUO|BROU
LK0341|“遇到”、“见面”的业余无线电通信常用缩语是：|A|||C|SE|MTRS|MET
LK0342|业余无线电通信常用缩语“CFM”的意思是：|C|||法拉|呼叫|确认|调频
LK0343|业余无线电通信常用词语“CHEERIO”的意思是：|D|||英文字符|圣诞节|再次见面|再会、祝贺
LK0344|业余无线电通信常用缩语“CL”、“CLS”、“CLG”的意思分别是：|B|||呼号、清除、关闭|关闭（或呼叫）、呼号、呼叫|确认、呼叫、清除|计数、云层、呼号
LK0345|业余无线电通信常用词语“DATE”的意思是：|C|||时间|频率|日期|地址
LK0346|业余无线电通信常用缩语“DR”的意思是：|B|||二极管|亲爱的|从|远距离
LK0347|单元（常用于天线振子）的业余无线电通信常用缩语是：|B|||ANT|EL、ELE、ELS|YAGI|UNIT
LK0348|业余无线电CW通信常用缩语“ES”的意思是：|A|||和|是|从|请等待
LK0349|业余无线电通信常用缩语“FB”的意思是：|A|||很好的|美好的祝愿|再见|腐败
LK0379|“收信机”的业余无线电通信常用缩语是：|A|||RCVR，RX|RMKS|XCVR|XMTR
LK0380|“发信机”的业余无线电通信常用缩语是：|B|||VXCO|TX、XMTR|VXO|XTL
LK0381|“收发信机”的业余无线电通信常用缩语是：|A|||XCVR|XVTR|XMTR|XTL
LK0396|业余无线电通信常用缩语“WX”的意思是：|B|||星期|天气|瓦特|联络、工作
LK0402|业余无线电通信常用缩语“73”的意思是：|A|||向对方的致意、美好的祝愿|谢谢你|再见|希望下次再见
LK0404|业余无线电通话常用语“Roger”的用法是：|A|||回答起始语，相当于“明白”，仅在已完全抄收对方刚才发送的信息时使用|回答起始语，相当于“听到”，用于能听到对方信号、但不一定能全部抄收的情况|回答起始语，表示开始发话了，任何情况都可使用|惯用口头语，相当于电话的“喂”，仅提起注意，不包含任何意义
LK0350|业余无线电通信常用词语“FINE”的意思是：|A|||好的，精细的|确认|发现|调谐
LK0351|业余无线电通信常用缩语“FR”、“FER”的意思是：|D|||好的，精细的|希望|频率|为了，对于
LK0353|“下午好”的业余无线电通信常用缩语是：|A|||GA|GN|GE|GM
LK0354|“早晨好”的业余无线电通信常用缩语是：|A|||GM|GB|GL|GA
LK0355|“晚上好”的业余无线电通信常用缩语是：|A|||GE|GN|GM|GA
LK0356|业余无线电通信常用缩语“GN”的意思是：|A|||晚安|好运气|早晨好|高兴
LK0357|“再见”的业余无线电通信常用缩语是：|B|||GE|GB|GA|GL
LK0358|业余无线电通信常用缩语“GL”的意思是：|D|||晚安|再见|早安|好运气
LK0359|业余无线电通信常用缩语“GLD”的意思是：|A|||高兴|再见|好运气|地线，地面
LK0360|业余无线电通信常用缩语“GMT”的意思是：|C|||好运气|地线，地面|格林威治时间|高兴
LK0362|“抄收”的业余无线电通信常用缩语是：|D|||CFM|HPY|HPI|CPI
LK0363|“希望”的业余无线电通信常用缩语是：|A|||HPE|HPI|HPY|CPI
LK0364|业余无线电通信常用缩语“HPY”、“HPI”的意思是：|D|||希望|抄收|这里|幸福
LK0365|业余无线电通信常用缩语“HR”的意思是：|D|||幸福|希望|号码|这里、听到
LK0366|“怎样”、“如何”的业余无线电通信常用缩语是：|A|||HW|HPI|CW|HR
LK0367|“很多”的业余无线电通信常用缩语是：|D|||VY|ALL|NAME|MNY、MNI
LK0368|业余无线电通信常用缩语“MTRS”的意思是：|D|||小姐|太太|先生|米
LK0369|“方式”的业余无线电通信常用英语是：|A|||MODE|NICE|MTRS|NAME
LK0370|“名字”的业余无线电通信常用英语是：|B|||MODE|NAME|MNI|NICE
LK0371|业余无线电通信常用词语“NICE”的意思是：|A|||良好的|方式|名字|鼠标
LK0372|业余无线电通信常用缩语“NW”的意思是：|B|||新的|现在|不|怎样
LK0374|“操作员”的业余无线电通信常用缩语是：|B|||RPT|OP、OPR|OM|CPI
LK0375|“邮政信箱”的业余无线电通信常用缩语是：|A|||P O BOX|QTH|MAIL|BURO
LK0377|业余无线电通信常用缩语“RMKS”的意思是：|A|||备注、注释|中继台|报告|业余无线电测向
LK0405|业余无线电通信中常用的天线种类的缩写DP代表：|A|||偶极天线|垂直天线|定向天线|长线天线
LK0407|业余无线电通信中常用的天线种类的缩写GP代表：|D|||偶极天线|对数周期天线|定向天线|垂直接地天线
LK0408|业余无线电通信中常用的天线种类的缩写BEAM代表：|D|||偶极天线|专指八木天线|垂直天线|定向天线
LK0409|业余无线电通信中常用的天线种类的缩写YAGI代表：|D|||偶极天线|定向天线|垂直天线|八木天线
LK0410|业余无线电通信中常用的天线种类的缩写VER代表：|B|||偶极天线|垂直天线|垂直接地天线|定向天线
LK0378|“报告”的业余无线电通信常用缩语是：|B|||MSG|RPRT|PRT|RMKS
LK0382|业余无线电通信常用缩语“SK”（通常在CW中连在一起拍发）的意思是：|A|||结束通信|开关|谢谢|下次再见
LK0383|“对不起”的业余无线电通信常用缩语是：|D|||SK|AS|TNX|SRI，SRY
LK0384|“电台”的业余无线电通信常用缩语是：|C|||QTH|SRY|STN|ANT
LK0385|业余无线电通信常用缩语“SURE”的意思是：|A|||确实|对不起|电台|短波收听者
LK0386|业余无线电常用缩语“SWL”的意思是：|B|||对不起|短波收听者|确认|高兴
LK0387|“温度”的业余无线电通信常用缩语是：|A|||TEMP|WX|TMPO|TUNE
LK0388|“谢谢”的业余无线电通信常用缩语是：|D|||TRY|SRI，SRY|73|TNX，TKS
LK0389|业余无线电通信常用缩语“TU”的意思是：|C|||电子管|天调、天线调谐器|谢谢你|发信机
LK0390|“世界协调时”的业余无线电通信常用缩语是：|B|||UCT|UTC|CUT|TUC
LK0391|业余无线电通信常用缩语“VIA”的意思是：|C|||美国之音|邮寄|经、由|声控
LK0392|“很”、“非常”的业余无线电通信常用缩语是：|D|||ALL|VIA|MNI|VY
LK0393|业余无线电通信常用缩语“WK”的意思是：|C|||插入|瓦特|星期、工作|圣诞节
LK0394|业余无线电通信常用缩语“WKD”的意思是：|C|||圣诞节|天气|联络过、工作过|星期
LK0395|业余无线电通信常用缩语“WTS”的意思是：|D|||星期|天气|工作、联络|瓦特
LK0397|业余无线电通信常用缩语“XMAS”的意思是：|C|||发信机|晶体|圣诞节|收发信机
LK0398|业余无线电通信常用缩语“XYL”的意思是：|D|||姑娘|晶体|发信机|妻子、已婚女子
LK0399|业余无线电通信常用缩语“YL”的意思是：|A|||小姐、女士|好运气|你的|呼叫
LK0400|业余无线电通信常用缩语“TU”的意思是：|C|||再见|美好的祝愿|谢谢你|结束联络
LK0401|“你的”或者“你是”的业余无线电通信常用缩语是：|A|||UR|TU|US|FB
LK0403|业余无线电通信常用缩语“88”的意思是：|C|||再见|谢谢你|向对方异性操作员的致意、美好的祝愿|祝对方发达、发财
LK0406|业余无线电通信中常用的天线种类的缩写LW代表：|B|||偶极天线|长线天线|垂直天线|定向天线
LK0411|业余无线电技术常提到的天线种类的缩写LP代表：|B|||垂直接地天线|对数周期天线|定向天线|垂直天线
LK0229|业余电台通信中常用到缩写“SASE”，其意义是：|D|||国际邮资券|请尽快寄出QSL卡片|请勿通过卡片管理局交换QSL卡|写好收信人地址的信封
LK0785|业余无线电通信方式缩写CW的英文原词意义是：|C|||莫尔斯编码|移频键控|等幅电报|幅度键控
LK0193|已知北京时间，相应的UTC时间应为：|B|||北京时间的小时数减8，如小时数小于0，则小时数加24，日期改为后一天。|北京时间的小时数减8，如小时数小于0，则小时数加24，日期改为前一天。|北京时间的小时数加8，如小时数大于24，则小时数减24，日期改为后一天。|北京时间的小时数加8，如小时数大于24，则小时数减24，日期改为前一天。
LK0194|已知UTC时间，相应的北京时间应为：|A|||UTC时间的小时数加8，如小时数大于24，则小时数减24，日期改为后一天。|北京时间的小时数减8，如小时数小于0，则小时数加24，日期改为后一天。|北京时间的小时数加8，如小时数大于24，则小时数减24，日期改为前一天。|北京时间的小时数减8，如小时数小于0，则小时数加24，日期改为前一天。
LK0202|我国所属的“CQ分区”有：|A|||23、24、27|42、43、44|42、43、44、50|23、24
LK0204|“ITU分区”是IARU的活动计算通信成绩的基础。我国所属的“ITU分区”有：|C|||33、42、43、44|23、24、27|33、42、43、44、50|23、24
LK0862|业余无线电通信梅登海德网格定位系统（Maidenhead Grid Square Locator）是一种：|D|||卫星定位系统|根据国际呼号系列对地球表面进行网格划分和命名，用以标示地理位置的系统|根据国际政治行政区划对地球表面进行网格划分和命名，用以标示地理位置的系统|根据经纬度坐标对地球表面进行网格划分和命名，用以标示地理位置的系统
LK0863|业余无线电通信常用的梅登海德网格定位系统网格名称的格式为：|C|||4位数字或者6位数字|4个字母或者6个字母|2个字母和2位数字、2个字母和2位数字再加2个字母|呼号前缀字母加2位数字和2个字母
LK0864|业余无线电通信常用的梅登海德网格定位系统网格名称的长度是4字符或6字符，两者定位精度不同，差别为：|C|||4字符网格名称用于HF频段通信，6字符网格名称用于VHF/UHF通信|4字符网格根据国际呼号系列区分，6字符网格在4字符基础上加以经纬度细分|两者网格大小不同，4字符网格为经度2度和纬度1度，6字符网格为经度5分和纬度2.5分|4字符网格精确到国家分区，6字符网格精确到国家的城市或县乡
LK1208|业余无线电通信所说的“网格定位”是什么意思？|B|||用来调谐末级功放的设备|一个由一串字母和数字确定的地理位置|用于无线电测向运动的设备|一个由一串字母和数字确定的方位角和仰角
LK1073|以下呼号前缀中，所属CQ分区与埃及相同的是：|A|||5A|	5W|	5T|	5X
LK1076|对于中国HAM来说，属于既稀有又困难的是：|A|||KP5A|VK0HR|P5/4L4FN|KP1A
LK1089|3V、4X、5A、6Y字头所代表的国家是：|B|||Jamaica、Israel、Libya、Senegal|Tunis、Israel、Libya、Jamaica|Guinea、Israel、Fiji Islands、Senegal|Libya、Israel、Jamaica、Guinea
LK0198|为划分无线电频率，国际电信联盟《无线电规则》进行了如下的区域划分：|A|||将世界划分为3个区域，中国位于第3区|将世界划分为40个区域，中国位于第24、25区|将世界划分为17个区域，中国位于第8区|将世界划分为89个区域，中国位于第33、42、43、44、45、50区
LK0199|在业余无线电通信中，经常用到把全球分为三个区域的分区办法。制定该分区的国际机构及其公布的文件分别为：|D|||国际业余无线电协会IARU，《IARU新闻》|美国《CQ》杂志，《WAZ奖状规则》|美国业余无线电协会ARRL，《业余无线电手册》|国际电信联盟ITU，《无线电规则》
LK0200|ITU的区域划分有一套详细的规则，粗略地描述大体是：|C|||南北美洲为一区，欧洲、俄罗斯亚洲部分、蒙古及部分西北亚国家为二区，亚洲（除俄罗斯、蒙古和部分西北亚洲国家）和大洋洲为三区|南北美洲为一区，亚洲（除俄罗斯、蒙古和部分西北亚洲国家）和大洋洲为二区，欧洲、俄罗斯亚洲部分、蒙古及部分西北亚国家为三区|欧洲、俄罗斯亚洲部分、蒙古及部分西北亚国家为一区，南北美洲为二区，亚洲（除俄罗斯、蒙古和部分西北亚洲国家）和大洋洲为三区|欧洲、俄罗斯亚洲部分、蒙古及部分西北亚国家为一区，亚洲（除俄罗斯、蒙古和部分西北亚洲国家）和大洋洲为二区，南北美洲为三区，
LK0205|“ITU分区”是IARU的活动计算通信成绩的基础。我国黄岩岛、东沙岛、钓鱼岛分别属于“ITU分区”的：|A|||50、44、44|27、24、24|44、44、44|24、24、25
LK0201|业余无线电通信计算成绩时，经常用到“CQ分区”。制定该分区的民间机构及其公布的文件分别为：|A|||美国《CQ》杂志，《WAZ奖状规则》|国际业余无线电协会ITU，《IARU新闻》|美国业余无线电协会ARRL，《业余无线电手册》|英国业余无线电协会RSGB，《无线电通信》杂志
LK0203|我国黄岩岛、东沙岛、钓鱼岛分别属于“CQ分区”的：|A|||27、24、24|27、27、24|24、24、25|44、44、50
LK0189|为了便于计算时间，将地球划分为若干个时区，各理论时区的划分方法是：|C|||全球划分为24个时区，每个理论时区宽度为经度15度，其边界为东西经度为15的整倍数的子午线|全球划分为12个时区，每个理论时区宽度为经度30度，本初子午线通过0区的中心|全球划分为24个时区，每个理论时区宽度为经度15度，本初子午线通过0区的中心|全球划分为12个时区，每个理论时区宽度为经度30度，其边界为东西经度为30的整倍数的子午线
LK0190|为了便于计算时间，将地球划分为若干个时区，各理论时区的命名规则是：|D|||本初子午线通过中心的为0区，如向东数则依次称为东1区、东2区…东24区，如向西数则依次称为西1区、西2区…西24区|本初子午线通过中心的为0区，向东依次为1区、2区…24区|本初子午线通过中心的为0区，向西依次为1区、2区…24区|本初子午线通过其中心的为0区，向东依次为东1区、东2区…东12区，向西依次为西1区、西2区…西12区
LK0191|为了便于计算时间，将地球划分为若干个时区，北京的情况是：|A|||北京处于东8区，地方时间比0时区的时间早8小时|北京处于西8区，地方时间比0时区的时间早8小时|北京处于西8区，地方时间比0时区的时间晚8小时|北京处于东8区，地方时间比0时区的时间晚8小时
LK0192|为了便于计算时间，将地球划分为若干个时区，其理论分区为每区宽经度15度。北京、西安和乌鲁木齐实际所属的时区应为：|C|||根据所在经度推算，北京、西安、乌鲁木齐分别处于东8区、东7区和东6区|根据所在经度推算，北京、西安、乌鲁木齐分别处于西8区、西7区和西6区|世界上实际使用法定分区，北京、西安、乌鲁木齐都属于东8区|根据所在经度推算，北京、西安、乌鲁木齐分别处于东6区、东7区和东8区
LK0195|已知某业余电台处于西N时区（N为0-12间的整数），该台的当地时间应比北京时间：|D|||早8+N小时|晚8-N小时|早8-N小时|晚8+N小时
LK0196|已知某业余电台处于东N时区（N为0-12间的整数），该台的当地时间应比北京时间：|D|||晚8+N小时|早8-N小时|早8+N小时|晚8-N小时
LK0255|收发信机面板上或设置菜单中的符号VOX代表什么功能？|D|||发信自动音量控制，对音频输入电平进行检测并反馈控制，以维持其在适当限度之内|发信自动电平控制，对射频输出电平进行检测并反馈控制，以维持其在适当限度之内|自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比|发信机声控，接入后将根据对话筒有无语音输入的判别自动控制收发转换
LK0258|收发信机中的PTT是指什么信号？|B|||发信语音压缩，对音频输入电平进行检测并反馈控制，以提升语音包络幅度较小的部分|按键发射，有信号（一般为对地接通）时发射机由等待转为发射|收信机前置放大器，在接收微弱信号时接入（此时某些技术指标可能低于额定值）|自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比
LK0259|收发信机面板上或设置菜单中的符号SQL代表什么功能？|D|||自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比|发信语音压缩，对音频输入电平进行检测并反馈控制，以提升语音包络幅度较小的部分|收信机前置放大器，在接收微弱信号时接入（此时某些技术指标可能低于额定值）|静噪控制，检测到接收信号低于一定电平时关断音频输出
LK0260|有些调频接收机的参数设置菜单有NFM和WFM两种选择。它们的含义是：|A|||NFM为窄带调频方式，适用于信道带宽25kHz/12.5kHz的通信信号；WFM为宽带调频方式，适用于接收信道带宽180kHz左右的广播信号|NFM代表数字化语音方式，WFM代表模拟语音方式|NFM为单频率守候方式，WFM为双频率守候方式|NFM为调频通信本地方式（较低灵敏度），WFM为调频通信远程方式（最高灵敏度）
LK0261|某些对讲机具有发送DTMF码的功能。缩写DTMF指的是：|D|||自动静噪，即在接收机没有收到信号时自动关闭音频输出|数字设备识别码，即在松开PTT按键时自动发送一串代表设备代号的二进制数据|亚音调静噪，即从67-250.3Hz的38个亚音调频率中选取一个作为选通信号，代表38种状态之一，接收机没有收到特定的选通信号时自动关闭音频输出|双音多频编码，由8个音调频率中的两个频率组合成的控制信号，代表16种状态之一，用于遥控和传输数字等简单字符
LK0262|某些对讲机具有发送CTCSS码的功能。缩写CTCSS指的是：|A|||亚音调静噪，即从67-250.3Hz的38个亚音调频率中选取一个作为选通信号，代表38种状态之一，接收机没有收到特定的选通信号时自动关闭音频输出|自动静噪，即在接收机没有收到信号时自动关闭音频输出|双音多频编码，由8个音调频率中的两个频率组合成的控制信号，代表16种状态之一，用于遥控和传输数字等简单字符|数字设备识别码，即在松开PTT按键时自动发送一串代表设备代号的二进制数据
LK0783|关于是否可以在FM话音通信时单凭接收机听到对方语音的音量大小来准确判断对方信号的强弱，正确答案及其理由是：|C|||不能。因为信号越强，自动增益控制作用也越强，增益的急剧减小使声音反而被压低|能。调频信号越强，频偏也必然越大，解调后的声音也越大|不能。因为鉴频输出大小只取决于射频信号的频偏，而且正常信号的幅度会被限幅电路切齐到同样大小|能。最后的信号是接收到的射频信号经过放大处理得到的，当然信号强声音越大
LK0788|用设置在NFM方式的对讲机接收WFM信号，其效果为：|D|||听不到信号，但接收到信号时调频噪声会变得寂静|可以正常听到信号，但声音的高音频部分衰减较大，缺乏高音|可以正常听到信号，但声音比较小|可以听到信号，但当调制信号幅度较大、音调较高时会发生明显非线性失真
LK0789|用设置在WFM方式的对讲机接收NFM信号，其效果为：|D|||听不到信号，但接收到信号时调频噪声会变得寂静|可以正常听到信号，但声音的高音频部分衰减较大，缺乏高音|可以听到信号，但当调制信号幅度较大、音调较高时会发生明显非线性失真|可以正常听到信号，但声音比较小
LK0790|调频接收机没有接收到信号时，会输出强烈的噪声。关于这种噪声的描述是：|D|||由天线接收到的背景噪声的随机幅度变化经放大形成，其大小与天线背景噪声电压成正比|由天线接收到的背景噪声的随机幅度变化经放大形成，其大小与天线背景噪声电压的平方成正比|由天线接收到的背景噪声的随机幅度变化经放大形成，其大小与天线背景噪声电压的平方根成正比|由天线背景噪声和机内电路噪声的随机频率变化经鉴频形成，其大小与天线接收到的背景噪声幅度无关
LK0855|如果业余中继台发射机被断断续续的干扰信号所启动，夹杂着不清楚的语音，根据覆盖区内其他业余电台的监听，确定中继台上行频率并没有电台工作。则：|B|||可能是中继台发射机发生了寄生振荡|可能是中继台附近的两个其他发射机的强信号在中继台上行频率造成了互调干扰|可能是中继台接收机发生了寄生振荡|肯定是中继台接收机受到了人为恶意干扰
