139-Third-tw-108|139|由當地或當區合法業餘電臺或中繼電臺控制員共同認可之人員，擔任協調並建議該等電臺所適用之發射及接收之頻路、相關作業及技術參數之任務，以避免或減少干擾，稱為|A|||頻率協調員|管理員|控制員|作業員
140-Third-tw-108|140|業餘無線電控制員執行控制作業任務之地點，稱為|D|||管理點|作業點|頻率協調點|控制點
141-Third-tw-108|141|業餘無線電人員操作業餘無線電臺時，下列何種行為是被禁止的？|A|||使用未經指配之電臺呼號|不佔用特定業餘無線電頻率|不將電臺租予他人|不對其他無線電信號產生干擾
142-Third-tw-108|142|業餘電臺之發射機件或其電源線產生之混附發射，對其他無線電通信產生妨害性干擾時|C|||可繼續發射，至主管機關通知後始停止發射並予以改善|應立即要求遭干擾之電臺停止發射並予以改善|應立即停止發射並予以改善|應不予理會並繼續發射
143-Third-tw-108|143|下列何種業餘電臺之行為是被禁止的？|B|||不對其他無線電信號產生干擾|使用未經指配之頻率及電臺呼號|使用主管機關核准之密語或密碼通信|不傳送不實之信號或信息
144-Third-tw-108|144|下列何種業餘電臺行為是被禁止的？|C|||不從事廣播或蒐集新聞活動|不播放音樂、唱歌、吹口哨，不使用鄙俚、淫邪之語音。影像信號或爭吵之信號|從事違法通信或傳送非法信息|不作涉及公眾電信業務或從事具有任何營利性質之通信
145-Third-tw-108|145|業餘無線電人員操作業餘無線電臺時，下列何種行為是被禁止的？|D|||不對其他無線電信號產生干擾|不使用未經指配之電臺呼號|不佔用特定業餘無線電頻率|將電臺租予他人
146-Third-tw-108|146|取得業餘無線電臺執照後，未經主管機關核准私自「擴頻」使用，例如核准頻率為144-146百萬赫，使用時卻調到148百萬赫，此行為屬|B|||合法|違反電信法相關規定|違反刑法|違反民法
147-Third-tw-108|147|業餘電臺於初次建立通信或通信完畢時均應報名呼號，其呼號為|D|||使用自取臺號（秘雕、孔鏘、嗶伯……）|007|長江1號|主管機關指配之電臺呼號
148-Third-tw-108|148|未經主管機關核准，強行佔用特定業餘無線電頻率。例如：某一電臺在頻率上宣稱「這個跑道我們用很久了」以驅趕其他合法使用者，此種行徑|D|||無所謂，沒人管|屬合法的行為|很好，佔久了就是我們的|屬違法的行為
149-Third-tw-108|149|對其他無線電信號產生干擾。例如干擾其他使用者而壓空信號、放音樂等|D|||無所謂，欺過路客，顯示我神通廣大|很好，佔地為王，捍衛權利|屬合法的行為|屬違法的行為
150-Third-tw-108|150|下列何者屬公眾通信？|C|||航空行動通信業務|27百萬赫市民波段通信|公眾行動電話、行動寬頻|航海無線電通信業務
151-Third-tw-108|151|我在使用業餘電臺無意中收到公眾通信通話，|B|||我可以利用業餘電臺向大眾公佈|其內容不可以洩露、發佈或加以利用|我深以為得到許多信息而覺得偉大|我可以告訴我的女朋友表示我的神通廣大
152-Third-tw-108|152|我在使用業餘無線電臺時|C|||偷聽別人使用大哥大通信|把收到之公眾通信據為己用|禁止未經核准截收非供公眾一般需用之無線電通信|利用收聽到之公眾通信內容並告之通信社加以公佈
153-Third-tw-108|153|佔用業餘無線電頻率使用在開店送瓦斯、餐廳點菜、與營業車隊派車調度等都屬|D|||合法行為|無所謂|使用無線電不用付費，又不違反|違反業餘無線電管理辦法行為
154-Third-tw-108|154|某一業餘無線電人員取得業餘無線電臺執照後，未經主管機關許可擅自加大功率，例如將原電臺功率由25瓦特增為50瓦特，|D|||屬合法行為|很好，功率愈大愈好用|無所謂|屬違法行為
155-Third-tw-108|155|某地區一固定設置之業餘電臺禮讓路過之業餘無線行動電臺優先使用並提供協助|D|||不值得學習|不予理會直接加大功率示威|取笑他並繼續使用該頻段|屬業餘無線電人員禮讓的表現
156-Third-tw-108|156|將電臺租予他人，係|A|||屬違法的行為|屬合法的行為|高興就好|政府管不著
157-Third-tw-108|157|公司行號能否申請使用業餘無線電作為業務使用？|B|||可|不可|不用申請|買來直接使用即可
158-Third-tw-108|158|於業餘無線電播放音樂，係|D|||寬宏大量的行為|屬合法行為|獨樂樂不如眾樂樂|屬違法行為
159-Third-tw-108|159|違反業餘無線電管理辦法規定者，應依|A|||電信法相關規定處罰|槍砲彈藥刀械許可及管理辦法相關規定處罰|消費者保護法相關規定處罰|氣象法相關規定處罰
160-Third-tw-108|160|違反業餘無線電管理辦法第十六條至第十八條規定，擅自設置或使用業餘電臺，其電信器材，不問屬於犯人與否，依電信法相關規定|B|||拍賣|得沒收之|丟棄|燒毀
161-Third-tw-108|161|違反業餘無線電管理辦法第十六條至第十八條規定，擅自設置或使用業餘電臺，影響飛航安全者|D|||依妨害公務罪處罰|依贓物罪處罰|依偽造文書罪處罰|依公共安全罪加重處罰
162-Third-tw-108|162|違反業餘無線電管理辦法第十六條至第十八條規定，擅自設置電臺者；或違反第四條規定擅自使用或變更無線電頻率、電功率、發射方式及電臺呼號，未干擾通信者，或違反本辦法其他規定者，依電信法相關規定|D|||處新臺幣十萬元以下罰鍰|予以口頭警告|處新臺幣五十萬元以上罰鍰|處新臺幣十萬元以上五十萬元以下罰鍰
163-Third-tw-108|163|未經主管機關許可，即行設置或使用無線電器材者，應依|C|||陸海空軍刑法處罰|緊急動員法處罰|電信法相關規定處罰|刀械彈藥管制條例處罰
164-Third-tw-108|164|足使資訊傳輸獲得在各類發射所規定條件下之傳輸品質及所需速率之頻帶寬度稱為|C|||指配頻帶寬度|民用頻帶寬度|必需頻帶寬度|佔用頻帶寬度
165-Third-tw-108|165|以總發射平均功率為中心衰減至低於總發射平均功率至少二十六分貝處，包括發射機容許頻率漂移及杜卜勒頻率漂移之頻率帶域寬度稱為|C|||必需頻帶寬度|指配頻帶寬度|佔用頻帶寬度|業餘頻帶寬度
166-Third-tw-108|166|載波遏制之程度足以使載波信號回復供解調使用之一種調幅單邊帶發射稱為|A|||減載波單邊帶發射|殘邊帶發射|遏制載波單邊帶發射|強載波單邊帶發射
167-Third-tw-108|167|載波被實質遏制，於解調時不予使用之一種調幅單邊帶發射稱為|C|||減載波單邊帶發射|強載波單邊帶發射|遏制載波單邊帶發射|殘邊帶發射
168-Third-tw-108|168|電視影像信號以|B|||減載波單邊帶發射|殘邊帶發射|遏制載波單邊帶發射|強載波單邊帶發射
169-Third-tw-108|169|由發射機輸出傳送到天線之功率及其天線與半波偶極天線相對增益之乘積稱為|B|||輸出功率（output power）|有效輻射功率（ERP）|輸入功率|有效全向輻射功率（EIRP）
170-Third-tw-108|170|發射或接收做為觀測電波傳播及其他相關實驗活動信號之業餘電臺稱為|A|||示標電臺|實驗電臺|中繼電臺|遙測電臺
171-Third-tw-108|171|利用業餘無線電傳送遠端觀測實驗信號之業餘電臺稱為|B|||中繼電臺|遙測電臺|實驗電臺|示標電臺
172-Third-tw-108|172|自動轉發其他電臺信號之業餘電臺稱為|B|||遙測電臺|中繼電臺|實驗電臺|示標電臺
173-Third-tw-108|173|設置於超過地面五十公里之業餘電臺稱為|C|||中繼電臺|遙測電臺|太空電臺|地球電臺
174-Third-tw-108|174|設置於離地面五十公里以內，擬與太空電臺或經由其他一或數具太空上之載具與其他地球電臺通信之業餘電臺稱為|C|||中繼電臺|太空電臺|地球電臺|遙測電臺
175-Third-tw-108|175|經由控制鏈路間接遙控控制之業餘電臺稱為|C|||太空電臺|地球電臺|遙控電臺|遙測電臺
176-Third-tw-108|176|傳送無線電信號以資指揮太空電臺之起動、修正或停止作業功能之業餘電臺稱為|D|||太空電臺|地球電臺|遙控電臺|指揮電臺
177-Third-tw-108|177|為符合無線電規章之規定，控制員在電臺內直接調校、控制無線電通信作業，稱為|C|||自動控制|遙控控制|即席控制|離線控制
178-Third-tw-108|178|為符合無線電規章之規定，控制員經由控制鏈路間接調校、控制業餘無線電通信作業，稱為|C|||自動控制|離線控制|遙控控制|即席控制
179-Third-tw-108|179|為符合無線電規章之規定，在無人操作之控制點上，自動控制該電臺之傳送所使用之設備及程序，稱為|D|||即席控制|離線控制|遙控控制|自動控制
180-Third-tw-108|180|第三者通信指業餘電臺之控制員為他人傳送信息予何人之通信|D|||任何其他人員|另一非業餘無線電人員|公眾通信|另一業餘電臺控制員
181-Third-tw-108|181|業餘無線電人員設置臨時電臺、輔助電臺、示標電臺、中繼電臺、地球電臺、太空電臺、遙控電臺、遙測電臺或指揮電臺等特殊業餘電臺時應向|B|||當地公路監理站申請|主管機關申請|內政部申請|當地業餘無線電團體申請
182-Third-tw-108|182|業餘無線電臺執照即將屆期時，|B|||不予理會，持續使用|以上皆是|若要繼續使用，應於有效期屆滿前辦理換照|若已不想操作，應逕向主管機關申請電機封存或監燬
183-Third-tw-108|183|個人進口或自製業餘無線電機僅供自用者，應向主管機關申請審驗合格|D|||即可使用|並取得廣播執照後始得使用|並取得型式認證證明後始得使用|並取得電臺執照後始得使用
184-Third-tw-108|184|自動控制電臺僅能傳送多少百萬赫之無線打字或數據通信？|C|||30 百萬赫|20 百萬赫|超過50 百萬赫|10 百萬赫
185-Third-tw-108|185|廠商應依電信法相關規定向何單位申請許可或備查，始得產銷業餘無線電機？|D|||標檢局|刑事警察局|經濟部|主管機關
186-Third-tw-108|186|業餘無線電人員取得較高等級之測試及格，原設置之業餘電臺得申請改配呼號。其呼號一經改配，原呼號該電臺|C|||可併同使用到大家都認識我的新呼號為止|可永久使用|不得再使用|可再使用至執照到期日
187-Third-tw-108|187|業餘電臺連接公共通信系統或供設置目的以外之用時，應符合以下法令規定？|D|||電波監理業務管理辦法|業餘無線電管理辦法|無相關法令規定|專用電信設置使用及連接公共通信系統管理辦法第四條規定
188-Third-tw-108|188|業餘無線電人員經主管機關核發較高等級之業餘無線電人員執照時，原執照效力為何？|C|||原執照有效|有效。可同時持有一張以上業餘無線電人員執照|原執照失其效力|原執照效期未過仍有效
189-Third-tw-108|189|業餘無線電人員設置業餘電臺，除以下電臺外，應申請架設許可，經審驗合格，取得電臺執照，始得使用？|C|||行動式業餘電臺|特殊業餘電臺|臨時電臺|固定式業餘電臺
190-Third-tw-108|190|電臺審驗不合格者，得於架設許可證有效期間內申請複驗，並以幾次為限？|C|||三次|無限次數|一次|二次
191-Third-tw-108|191|以下何者非業餘無線電管理辦法規定之特殊業餘電臺？|B|||中繼電臺|臨時電臺|太空電臺|示標電臺
192-Third-tw-108|192|申請設置特殊業餘電臺應檢具以下那些文件，經全國性業餘無線電團體向主管機關申請核准？|D|||特殊業餘電臺計畫書|固定式業餘電臺設置申請書|行動式業餘電臺執照申請書|特殊業餘電臺及呼號指配申請書與設置使用管理計畫書
193-Third-tw-108|193|業餘無線電人員設置設置使用臨時電臺，其使用期間為何？|A|||六個月為限|一年|以上皆非|無時間限制
194-Third-tw-108|194|業餘電臺執照有效期間為何？業餘電臺所屬者應於電臺執照有效期間屆滿前多久向主管機關申請換照？|A|||五年；六個月起五個月內|五年；一個月內|十年；五個月內|十年；一個月內
195-Third-tw-108|195|業餘電臺之業餘無線電機之輸出功率及工作頻率應符合以下法令之規定？|C|||電波監理業務管理辦法|業餘無線電管理辦法|業餘無線電機技術規範|以上皆非
196-Third-tw-108|196|業餘電臺之業餘無線電機之頻率容許差度及混附發射應符合以下法令之規定？|B|||業餘無線電管理辦法|電波監理業務管理辦法|業餘無線電機技術規範|以上皆非
197-Third-tw-108|197|業餘電臺增設或變更外接射頻功率放大器或套件時，所屬者應向誰申請，經審驗合格，換發電臺執照，始得使用？|A|||主管機關|經濟部|內政部|當地業餘無線電團體
198-Third-tw-108|198|業餘電臺之外接射頻功率放大器或套件，應符合下列何種之規定？|B|||以上皆非|業餘無線電機技術規範|電波監理業務管理辦法|業餘無線電管理辦法
199-Third-tw-108|199|業餘無線電人員利用業餘電臺傳送無線打字或數據時，應使用下列規定之數據碼操作模式？|B|||ASCII碼|以上皆是|AMTOR碼|BAUDOT碼
200-Third-tw-108|200|以下何者始能申請及從事展頻通信實驗？|A|||限一等或二等業餘無線電人員|三等業餘無線電人員|以上皆非|一般人即可
201-Third-tw-108|201|供展頻通信實驗之發射機輸出功率及工作頻率應為何？|D|||輸出功率大於一百瓦特；工作頻率四三○百萬赫以上|輸出功率小於一百瓦特；工作頻率四三○百萬赫以下|以上皆非|輸出功率不得大於一百瓦特；工作頻率四三○百萬赫以上
202-Third-tw-108|202|展頻通信實驗應做成紀錄，並應保存幾年？|A|||一年|四年|二年|三年
203-Third-tw-108|203|為業餘無線電作業之推廣或教育活動目的，業餘無線電團體或一等、二等業餘無線電人員，經向誰申請核准後，得於活動現場，在其監督及指導下，提供業餘電臺或臨時電臺供非業餘無線電人員操作？|B|||經濟部|主管機關|內政部|當地業餘無線電團體
204-Third-tw-108|204|業餘無線電人員操作業餘電臺，使用業餘無線電次要業務之頻段時，應遵守什麼規定？|D|||須忍受合法通信之妨害性干擾|不得干擾主要業務|不應對業經指配之主要業務電臺產生妨害性干擾|以上皆是
205-Third-tw-108|205|頻率容許差度，在正常供應電壓下，溫度在幾℃間變化？|D|||-5℃至50℃|-15℃至50℃|-15℃至55℃|-10℃至50℃
206-Third-tw-108|206|工作頻率小於30百萬赫者，電臺發射器或外接功率放大器之混附發射平均功率（mean power）至少應低於主波平均功率多少 dB？|C|||45 dB|38 dB|43 dB|40 dB
207-Third-tw-108|207|工作頻率為17.7吉赫以上者，混附發射依以下法令規定？|D|||業餘無線電管理辦法|業餘無線電機技術規範|以上皆非|電波監理業務管理辦法
208-Third-tw-108|208|一等業餘無線電機，50百萬赫~50.15百萬赫頻段，輸出功率限幾瓦？|B|||100 瓦特以下|400 瓦特以下|300 瓦特以下|200 瓦特以下
209-Third-tw-108|209|一等業餘無線電機，430百萬赫~440百萬赫頻段，輸出功率限幾瓦？|D|||300 瓦特以下|200 瓦特以下|400 瓦特以下|100 瓦特以下
210-Third-tw-108|210|二等業餘無線電機，50百萬赫~50.15百萬赫頻段，輸出功率限幾瓦？|B|||300 瓦特以下|200 瓦特以下|400 瓦特以下|100 瓦特以下
211-Third-tw-108|211|二等業餘無線電機，430百萬赫~440百萬赫頻段，輸出功率限幾瓦？|D|||100 瓦特以下|200 瓦特以下|10 瓦特以下|50 瓦特以下
212-Third-tw-108|212|三等業餘無線電機，50百萬赫~50.15百萬赫頻段，輸出功率限幾瓦？|D|||2 瓦特以下|10 瓦特以下|50 瓦特以下|25 瓦特以下
213-Third-tw-108|213|三等業餘無線電機，430百萬赫~440百萬赫頻段，輸出功率限幾瓦？|D|||2 瓦特以下|50 瓦特以下|10 瓦特以下|25 瓦特以下
214-Third-tw-108|214|查驗外接射頻功率放大器時，應以多少瓦以上之平均射頻輸入功率驅動至其輸出功率（設計功率）達到飽和功率？|D|||150 瓦特|100 瓦特|以上皆非|50 瓦特
215-Third-tw-108|215|頻率容許差度在20℃下，供應電壓在額定值之±15％內變化時，工作頻率為VHF或UHF者，其規定為何？|D|||限±4ppm內|限±2ppm內|限±3ppm內|限±5ppm內
216-Third-tw-108|216|業餘無線電人員操作業餘電臺時，以下行為是被禁止的？|A|||於遙控無人機利用業餘電臺傳送信號或信息|不對其他無線電信號產生干擾|不傳送不實之信號或信息|不將電臺租予他人使用
217-Third-tw-108|217|非本國籍業餘無線電人員於中華民國領域內短期操作業餘電臺，經核准之作業期間規定為何？|D|||一年|無時間限制|以上皆非|六個月為限
218-Third-tw-108|218|自動控制作業之業餘電臺傳送無線打字或數據通信之頻率規定為何？|A|||50 百萬赫以上|以上皆非|40 百萬赫以上|50 百萬赫以下
219-Third-tw-108|219|業餘電臺至少應有一個控制點，其傳送信息或信號時，除什麼作業外，控制員應在其中一個控制點上作業？|B|||遙控控制作業|自動控制作業|以上皆非|即席控制作業
220-Third-tw-108|220|特殊業餘電臺設置者應於接獲誰之通知之日起，記錄及保存通信紀錄，並依誰之要求方式提供之？|D|||內政部|當地業餘無線電團體|經濟部|主管機關
221-Third-tw-108|221|業餘電臺拆除外接射頻功率放大器或套件時，所屬者應依以下法令規定辦理，並應向主管機關申請換發電臺執照？|D|||業餘無線電管理辦法|以上皆非|業餘無線電機技術規範|電信管制射頻器材管理辦法
222-Third-tw-108|222|申請設置特殊業餘電臺所檢具設置使用管理計畫書應載明以下那些共同事項？|D|||通信紀錄之保存方式及保存期間等規劃|業餘無線電機具發射或兼具收發功能|電臺控制作業之運作方式及架構|以上皆是
223-Third-tw-108|223|申請固定式業餘電臺執照，其電臺審驗不合格者，得於架設許可證有效期間內申請複驗，並以幾次為限？|C|||三次|二次|一次|無次數限制
224-Third-tw-108|224|收發信機之接收機，其不必要發射應符合以下法令之規定？|B|||業餘無線電管理辦法|低功率射頻電機技術規範|以上皆非|電信管制射頻器材管理辦法
225-Third-tw-108|225|非本國籍業餘無線電人員經主管機關核准於中華民國領域內短期操作業餘電臺者，其臨時電臺呼號之第三字元使用為何？|D|||阿拉伯數字|以上皆非|英文字母|斜線
226-Third-tw-108|226|臨時電臺之呼號組合，若申設目的涉及紀念性質，其呼號組合亦得不受第三字元使用之限制。但以第三及第四字元使用為何？|C|||均使用英文字母為限|第三字元使用阿拉伯數字；第四字元使用英文字母|均使用阿拉伯數字為限|以上皆非
227-Third-tw-108|227|呼叫及緊急救難頻率規定為何，任何電臺不得停留佔用及干擾？|C|||145百萬赫及431百萬赫|以上皆非|145百萬赫及433百萬赫|144百萬赫及432百萬赫
228-Third-tw-108|228|一、二等業餘無線電機，135.7 千赫～137.8 千赫頻段，輸出功率限幾瓦特？|C|||200 瓦特以下|400 瓦特以下|1 瓦特（EIRP）以下|以上皆非
229-Third-tw-108|229|設備調變頻率發射之最大允許頻率偏差，頻道間隔為12.5千赫者，調變信號之頻率偏差值為何？|D|||須介於±3.0 千赫|以上皆非|須介於±2.0 千赫|須介於±2.5 千赫
230-Third-tw-108|230|設備調變頻率發射之最大允許頻率偏差，頻道間隔為20.0千赫者，調變信號之頻率偏差值為何？|C|||以上皆非|須介於±3.5 千赫|須介於±4.0 千赫|須介於±3.0 千赫
231-Third-tw-108|231|設備調變頻率發射之最大允許頻率偏差，頻道間隔為25.0千赫者，調變信號之頻率偏差值為何？|D|||須介於±4.0 千赫|須介於±4.5 千赫|以上皆非|須介於±5.0 千赫
232-Third-tw-108|232|工作頻率為30百萬赫～235 百萬赫者，混附發射之平均功率至少應低於主波平均功率60dB，且不超過幾瓦特？|D|||3 毫瓦特|2 毫瓦特|以上皆非|1 毫瓦特
233-Third-tw-108|233|工作頻率為235百萬赫~960百萬赫者，混附發射之平均功率至少應低於主波平均功率60dB，且不超過幾瓦特？|C|||10 毫瓦特|以上皆非|20 毫瓦特|15 毫瓦特
234-Third-tw-108|234|工作頻率為960百萬赫~17.7吉赫者，混附發射之平均功率至少應低於主波平均功率50dB，且不超過幾瓦特？|C|||150 毫瓦特|50 毫瓦特|100 毫瓦特|以上皆非
235-Third-tw-108|235|非本國籍業餘無線電團體或人員於中華民國領域內短期操作業餘電臺，單次入境者，主管機關以核准幾次為限？|C|||二次|無次數限制|一次|以上皆非
236-Third-tw-108|236|無法於固定式業餘電臺架設許可證有效期間內完成架設者，得於期間屆滿前二個月起一個月內敘明理由，向主管機關申請展期，展期期間為幾個月，並以一次為限？|B|||八個月|六個月|二個月|四個月
1-Third-tw-108|1|在2公尺波段哪一個是中繼電臺最常使用的頻率偏移?|A|||正或負600 千赫|負500 千赫|只有正600 千赫|正500 千赫
2-Third-tw-108|2|在70公分波段哪一個是中繼電臺的頻率偏移|D|||正600 千赫|正或負600 千赫|負600 千赫|正或負5 百萬赫
3-Third-tw-108|3|如果知道其他電臺的呼號，用中繼電臺呼叫它的恰當方法是什麼?|A|||呼叫友台呼號，然後標識自己的呼號|說CQ三次，然後呼叫友台呼號|說”間隔、間隔”，然後呼叫友台呼號|等待友台呼叫CQ然後回答
4-Third-tw-108|4|如何回答友台呼叫CQ?|B|||發射訊號強度報告再加上自己的呼號|發射友台呼號然後加上自己的呼號|發射自己的呼號然後加上友台呼號|發射CQ然後加上友台呼號
5-Third-tw-108|5|在對傳輸中裝備或是天線進行測試時，業餘無線電人員要注意甚麼?|B|||要在晚上十點以後再測試|有效的標識在發送中的電臺|通知NCC關於測試|在測試過程中說明測試目的
6-Third-tw-108|6|在測試發送訊號時，下列何者為真|C|||如果測試小於15秒，不需要電臺標識|如果測試功率小於1瓦特，不需要電臺識|電臺識別必須至少每10分鐘一次，還有在測試終了時|如果發送只是為了測試訊號，僅需每小時電臺標識
7-Third-tw-108|7|程序信號(prosigns)”CQ”是代表?|A|||呼叫任一電臺|請指定友台回復訊號|每四分之一小時的呼叫|新天線在測試，請不要回復!
8-Third-tw-108|8|通常發送什麼樣的簡短陳述取代“CQ”，代表你在收聽中繼電臺?|A|||呼號|中繼電臺的呼號再加上自已的呼號|“QSY”再加上自已的呼號|”Hello test”後加上自已的呼號
9-Third-tw-108|9|在一般無緊急狀況時，下列何者是NCC的業餘無線電頻段的功率位準規定|B|||最多只能200瓦特|在指定的頻段內不超過最大功率輸出允許值，使用達成通訊的最小功率|任一業餘頻率最多可至1500瓦特|只要不會干擾其他無線電，就沒有輸出功率限制
10-Third-tw-108|10|當為呼叫"CQ”選擇操作頻率時，需要遵守何者?|C|||確認自己是在指定頻段|先守聽頻率已確定無人正在使用該頻率|以上皆是|先詢問是否有人在使用
11-Third-tw-108|11|描述業餘無線電臺在同一頻率接收與發送的術語為何?|D|||多工通訊|全雙工通訊|雙工通訊|單工通訊
12-Third-tw-108|12|甚麼術語用來描述正常語音傳輸的次音頻，以開啟接收機的制噪(squelch)?|A|||CTCSS|載波制噪|DTMF|音頻脈衝
13-Third-tw-108|13|下列何者描述讓接收機音頻靜音，僅使用RF訊號的存在與否的控制方式|B|||音頻制噪(squelch)|載波制噪|CTCSS|調變的載波
14-Third-tw-108|14|當使用適當的偏置(offset)傳輸，下列何者造成只能收聽而無法發送的常見問題?|B|||中繼電臺也許需要利用音頻脈衝|以上皆是|中繼電臺也許需要利用DCS的音調序列|中繼電臺也許需要利用CTCSS
15-Third-tw-108|15|甚麼決定FM(而不是PM)訊號的偏移量?|B|||調變訊號與載波的相對相位|調變訊號的振幅|調變訊號的頻率與振福|調變訊號的頻率
16-Third-tw-108|16|如果FM發射偏移量增加會發生何事?|C|||輸出功率與頻寬都會增加|會產生不對稱的調變|訊號會佔用更多的頻寬|輸出的功率會增加
17-Third-tw-108|17|在使用電話識別自己的電臺時，可以使用下咧一方法?|D|||語音通話時也利用CW傳送呼號|重覆呼號三次|識別自己時，將輸出功率調到最大|使用拼音字母
18-Third-tw-108|18|下列何種Q訊號代表你正在換頻率|B|||QRZ|QSY|QRU|QSL
19-Third-tw-108|19|甚麼樣的狀況下會讓你考慮直接通訊而不是用中繼電臺?|A|||該電臺可以直接通訊而不用中繼電臺|當你的執照上有直接通訊的許可時|僅限於當第三方並不會插話時|僅限於當你有直接調變能力時
20-Third-tw-108|20|在業餘頻段的50百萬赫以上使用SSB通訊時，下列何者為真?|B|||只允許在中繼電臺上|僅允許在業餘頻段50百萬赫以上的某些部分操作|僅限於功率在100瓦特以內|只允許三等或更高等級業餘無線電人員
21-Third-tw-108|21|在什麼時候不需要遵守NCC操作業餘電臺的規則?|C|||在特殊的ARES規則下操作|當操作RACES電臺時|不行，NCC的規則一定要遵守|在特殊的FEMA規則下操作
22-Third-tw-108|22|當台電電力中斷之後，還有甚麼方法可以對12伏特鉛酸電臺電池充電?|C|||以上皆是|把電池放在冰裡冷卻幾小時|並聯電池到車上的電池，然後啟動引擎|加酸性液體到電池內
23-Third-tw-108|23|為確保正確抄收到包含正確的名稱以及特殊字句的語音訊息，接收電臺應該要如何做?|B|||整條訊息應該要至少重覆四次|這類的字句跟術語應該用標準的拼音字母拼出|以上皆是|這樣的訊息必須限制在十個字句之內
24-Third-tw-108|24|RACES跟ARES有何共同點?|C|||他們代表全美前兩大的火腿俱樂部|兩者都廣播路況跟天氣資料|兩者都可以提供緊急狀況時的通訊|都沒有提供緊急交通援助的公共服務
25-Third-tw-108|25|下列何者是敘述RACES(業餘無線電民間緊急服務)?|B|||利用業餘無線電的頻率做為緊急狀況管理及民間防衛通訊|以上皆是|經民防組織認證並登記的業餘無線電人員提供緊急服務|利用業餘無線電的電臺做為緊急狀況管理及民間防衛通訊
26-Third-tw-108|26|做緊急事件通報時，為了得到連網管制的站臺的立即回應，下列何者為可接受的範例?|D|||按壓三次PTT通話鍵|放一段預錄的緊急警告的音頻再加上自己的呼號|重複三次SOS後面加上報告電臺呼號|在說”Priority”或是”Emergency” 之後加上自己的呼號
27-Third-tw-108|27|業餘無線電操作員進入緊急交通網報到時，下列何者是可接受的範例?|D|||在連網的頻率之外偏置5千赫，然後用大功率呼叫其他友臺把該頻率淨空|以上皆是|當頻率是靜默的時候，每五分鐘發布自己的電臺呼號及位置|在該頻率內保持靜默，直到被連網控制臺點名呼叫
28-Third-tw-108|28|下列何者是良好處理交通緊急狀況的特徵?|A|||接收到的訊息完整的傳遞出去|決定是否要把訊息轉傳或是傳遞出去|把訊息傳給媒體，以發布於災區之外|以上皆是
29-Third-tw-108|29|業餘無線電控制員有被允許在其執等級的頻率權限之外操作嗎?|C|||可以，但是要在RACES緊急計畫內的一部分|可以，但是要在FEMA緊急計畫內的一部分|可以，只有涉及立即人命安全及財產保護情況|不行
30-Third-tw-108|30|甚麼是正式交通訊息的前言?|C|||訊息的編號|標示訊息的優先處理|當訊息通過業餘無線電交通處理系統時，提供追蹤訊息的資訊|訊息內文的第一段
31-Third-tw-108|31|“Check”在正式交通訊息裡有甚麼意義嗎?|B|||它代表轉傳訊息的友臺清單|它計算訊息內文字部分的字句或相等於字句的數目|它就是訊息表格上方格以告訴你訊息己收到|它代表訊息內附加的匯票(money order)的價值
32-Third-tw-108|32|下列何者是敘述ARES(業餘無線電急難服務)?|D|||認證業餘無線電人員成為RACES會員的訓練計畫|讓有興趣取得業餘無線電執照的民眾用在急難的證照課程訓練計畫|有業餘無線電人員證照的軍事人員自願在急難狀況時提供訊息處理服務|有證照的業餘無線電人員自願性註冊其等級跟設備以提供公眾服務的通訊義務
33-Third-tw-108|33|如果另一個業餘無線電人員報告您的電臺的2公尺信號剛才很強，但現在很弱或者失真，你應該怎麼辦？|A|||儘可能嘗試移動幾公尺或改變天線的方向，因為反射可能導致多路徑失真|將收發機中的電池更換為不同類型的電池|要求其他業餘無線電人員調整他的制噪控制(squelch control)|打開CTCSS音頻
34-Third-tw-108|34|為什麼在建築物內UHF信號通常比VHF信號更有效？|D|||VHF信號在距離上失去功率更快|UHF天線比VHF天線更有效率|這是不正確的; VHF在建築物內比UHF更好|更短的波長使它更容易穿透建築物結構
35-Third-tw-108|35|使用VHF和UHF頻段的長距離弱信號CW與SSB通信，通常使用什麼天線極化？|B|||右旋圓形|水平|垂直|左旋圓形
36-Third-tw-108|36|如果VHF或UHF視線(line of sight)兩端的無線電鏈路不使用相同極化的天線，會發生什麼情況？|B|||調變邊帶可能會反轉|信號可能明顯變弱|信號對聲音有迴聲效應|沒有什麼明顯的事情會發生
37-Third-tw-108|37|當使用定向天線時，如果建築物或障礙物阻擋直接視線(line of sight)路徑，您的電臺如何能夠接取遠方中繼電臺(distant repeater)？|A|||嘗試找到反射信號給中繼電臺的路徑|增加天線SWR|嘗試長路徑|從垂直變為水平極化
38-Third-tw-108|38|通常用什麼術語來描述有時聽到來自正在移動並發射的行動電臺的快速飄動的聲音？|B|||翻轉(flip-flopping)|尖椿籬柵性的波動(picket fencing)|頻移|脈動
39-Third-tw-108|39|什麼類型的波在發射電臺和接收電臺之間傳輸無線電信號？|A|||電磁波|表面聲波|磁束波|靜電波
40-Third-tw-108|40|以下哪項是接收電離層反射信號的不規則衰減的可能原因？|A|||通過不同路徑到達的隨機組合信號|內調失真|暴風雨干擾|法拉第旋轉引起的頻移
