T4A06|Which of the following connections might be used between a voice transceiver and a computer for digital operation?|B|||NMEA GPS location and DC power|Receive audio, transmit audio, and push-to-talk (PTT)|Receive and transmit mode, status, and location|Antenna and RF power
T4A07|How is a computer’s sound card used when conducting digital communications?|A|||The sound card provides audio to the radio's microphone input and converts received audio to digital form|The sound card records the audio frequency for video display|The sound card communicates between the computer CPU and the video display|All of these choices are correct
T4A08||B|||Round copper-clad steel wire|Flat strap|Twisted-pair cable|Round stranded wire
T4A09|Which of the following could you use to cure distorted audio caused by RF current on the shield of a microphone cable?|C|||Preamplifier|Low-pass filter|Ferrite choke|Band-pass filter
T4A10|What is the source of a high-pitched whine that varies with engine speed in a mobile transceiver’s receive audio?|D|||Anti-lock braking system controllers|The electric fuel pump|The ignition system|The alternator
T4A11|Where should the negative return connection of a mobile transceiver's power cable be connected?|B|||At the antenna mount|At the battery or engine block ground strap|To any metal part of the vehicle|Through the transceiver’s mounting bracket
T4B01|What may happen if a transmitter is operated with the microphone gain set too high?|C|||The output power might be too high|The frequency might vary|The output signal might become distorted|The SWR might increase
T4B02|Which of the following can be used to enter the operating frequency on a modern transceiver?|A|||The keypad or VFO knob|The CTCSS or DTMF encoder|The Automatic Frequency Control|All of these choices are correct
T4B03|What is the purpose of the squelch control on a transceiver?|C|||To set the highest level of volume desired|To set the transmitter power level|To mute receiver output noise when no signal is being received|To adjust the automatic gain control
T4B04|What is a way to enable quick access to a favorite frequency on your transceiver?|C|||Enable the CTCSS tones|Disable the CTCSS tones|Store the frequency in a memory channel|Use the scan mode to select the desired frequency
T4B05|Which of the following would reduce ignition interference to a receiver?|A|||Turn on the noise blanker|Decrease the squelch setting|Change frequency slightly|Use the RIT control
T4B06|Which of the following controls could be used if the voice pitch of a single-sideband signal seems too high or low?|D|||The tone squelch|The bandwidth selection|The AGC or limiter|The receiver RIT or clarifier
T4B07|What does the term “RIT” mean?|D|||Receiver Input Tone|Remote Input Transmitter|Rectifier Inverter Test|Receiver Incremental Tuning
T4B08|What is the advantage of having multiple receive bandwidth choices on a multimode transceiver?|D|||Permits monitoring several modes at once|Increases the number of frequencies that can be stored in memory|Increases the amount of offset between receive and transmit frequencies|Permits noise or interference reduction by selecting a bandwidth matching the mode
T4B09|Which of the following is an appropriate receive filter bandwidth for minimizing noise and interference for SSB reception?|B|||500 Hz|2400 Hz|5000 Hz|1000 Hz
T4B10|Which of the following is an appropriate receive filter bandwidth for minimizing noise and interference for CW reception?|D|||1000 Hz|2400 Hz|5000 Hz|500 Hz
T4B11|What is the function of automatic gain control, or AGC?|B|||To eliminate RF on the station cabling|To keep received audio relatively constant|An asymmetric goniometer control used for antenna matching|To protect an antenna from lightning
T4B12|Which of the following could be used to remove power line noise or ignition noise?|B|||Squelch|Noise blanker|Notch filter|All of these choices are correct
T4B13|Which of the following is a use for the scanning function of an FM transceiver?|B|||To prevent interference to nearby repeaters|To scan through a range of frequencies to check for activity|To check incoming signal deviation|To check for messages left on a digital bulletin board
T5A01|Electrical current is measured in which of the following units?|D|||Volts|Ohms|Watts|Amperes
T5A02|Electrical power is measured in which of the following units?|A|||Watts|Ohms|Amperes|Volts
T5A03|What is the name for the flow of electrons in an electric circuit?|B|||Voltage|Current|Resistance|Capacitance
T5A04|What is the name for a current that flows only in one direction?|D|||Alternating current|Smooth current|Normal current|Direct current
T5A05|What is the electrical term for the electromotive force (EMF) that causes electron flow?|B|||Inductance|Voltage|Capacitance|Ampere-hours
T5A06|How much voltage does a mobile transceiver typically require?|A|||About 12 volts|About 240 volts|About 120 volts|About 30 volts
T5A07|Which of the following is a good electrical conductor?|C|||Glass|Rubber|Copper|Wood
T5A08|Which of the following is a good electrical insulator?|C|||Copper|Mercury|Glass|Aluminum
T5A09|What is the name for a current that reverses direction on a regular basis?|A|||Alternating current|Direct current|Circular current|Vertical current
T5A10|Which term describes the rate at which electrical energy is used?|B|||Resistance|Power|Current|Voltage
T5A11|What is the unit of electromotive force?|A|||The volt|The ohm|The watt|The ampere
T5A12|What describes the number of times per second that an alternating current makes a complete cycle?|B|||Wavelength|Frequency|Pulse rate|Speed
T5A13|In which type of circuit is current the same through all components?|C|||Parallel|Branch|Series|Resonant
T5A14|In which type of circuit is voltage the same across all components?|C|||Series|Resonant|Parallel|Branch
T5B01|How many milliamperes is 1.5 amperes?|A|||1500 milliamperes|150 milliamperes|15,000 milliamperes|15 milliamperes
T5B02|What is another way to specify a radio signal frequency of 1,500,000 hertz?|B|||1500 MHz|1500 kHz|15 GHz|150 kHz
T5B03|How many volts are equal to one kilovolt?|A|||One thousand volts|One million volts|One one-thousandth of a volt|One hundred volts
T5B04|How many volts are equal to one microvolt?|B|||One thousand kilovolts|One one-millionth of a volt|One one-thousandth of a volt|One million volts
T5B05|Which of the following is equal to 500 milliwatts?|C|||50 watts|0.02 watts|0.5 watts|5 watts
T5B06|If an ammeter calibrated in amperes is used to measure a 3000-milliampere current, what reading would it show?|B|||0.3 amperes|3 amperes|0.003 amperes|3,000,000 amperes
T5B07|If a frequency display calibrated in megahertz shows a reading of 3.525 MHz, what would it show if it were calibrated in kilohertz?|C|||35.25 kHz|0.003525 kHz|3525 kHz|3,525,000 kHz
T5B08|How many microfarads are equal to 1,000,000 picofarads?|A|||1 microfarad|0.001 microfarads|1,000,000,000 microfarads|1000 microfarads
T5B09|What is the approximate amount of change, measured in decibels (dB), of a power increase from 5 watts to 10 watts?|C|||2 dB|10 dB|3 dB|5 dB
T5B10|What is the approximate amount of change, measured in decibels (dB), of a power decrease from 12 watts to 3 watts?|C|||-9 dB|-3 dB|-6 dB|-1 dB
T5B11|What is the amount of change, measured in decibels (dB), of a power increase from 20 watts to 200 watts?|B|||12 dB|10 dB|18 dB|28 dB
T5B12|Which of the following frequencies is equal to 28,400 kHz?|D|||284.00 MHz|28.400 kHz|2.800 MHz|28.400 MHz
T5B13|If a frequency display shows a reading of 2425 MHz, what frequency is that in GHz?|C|||2425 GHz|24.25 GHz|2.425 GHz|0.002425 GHz
T5C01|What is the ability to store energy in an electric field called?|D|||Inductance|Resistance|Tolerance|Capacitance
T5C02|What is the basic unit of capacitance?|A|||The farad|The ohm|The henry|The volt
T5C03|What is the ability to store energy in a magnetic field called?|C|||Capacitance|Resistance|Inductance|Admittance
T5C04|What is the basic unit of inductance?|C|||The coulomb|The ohm|The henry|The farad
T5C05|What is the unit of frequency?|D|||Farad|Tesla|Henry|Hertz
T5C06|What does the abbreviation “RF” refer to?|C|||Reflective force in antenna transmission lines|The real frequency transmitted as opposed to the apparent frequency|Radio frequency signals of all types|The resonant frequency of a tuned circuit
T5C07|A radio wave is made up of what type of energy?|A|||Electromagnetic|Pressure|Thermal|Gravity
T5C08|What is the formula used to calculate electrical power in a DC circuit?|A|||Power (P) equals voltage (E) multiplied by current (I)|Power (P) equals voltage (E) minus current (I)|Power (P) equals voltage (E) plus current (I)|Power (P) equals voltage (E) divided by current (I)
T5C09|How much power is being used in a circuit when the applied voltage is 13.8 volts DC and the current is 10 amperes?|C|||3.8 watts|0.7 watts|138 watts|23.8 watts
T5C10|How much power is being used in a circuit when the applied voltage is 12 volts DC and the current is 2.5 amperes?|D|||0.208 watts|14.5 watts|4.8 watts|30 watts
T5C11|How many amperes are flowing in a circuit when the applied voltage is 12 volts DC and the load is 120 watts?|B|||12 amperes|10 amperes|0.1 amperes|132 amperes
T5C12|What is impedance?|B|||The Q or Quality Factor of a component|A measure of the opposition to AC current flow in a circuit|The inverse of resistance|The power handling capability of a component
T5C13|What is a unit of impedance?|A|||Ohms|Amperes|Coulombs|Volts
T5C14|What is the proper abbreviation for megahertz?|C|||Mhz|mHz|MHz|mhZ
T5D01|What formula is used to calculate current in a circuit?|A|||Current (I) equals voltage (E) divided by resistance (R)|Current (I) equals voltage (E) added to resistance (R)|Current (I) equals voltage (E) minus resistance (R)|Current (I) equals voltage (E) multiplied by resistance (R)
T5D02|What formula is used to calculate voltage in a circuit?|D|||Voltage (E) equals current (I) minus resistance (R)|Voltage (E) equals current (I) divided by resistance (R)|Voltage (E) equals current (I) added to resistance (R)|Voltage (E) equals current (I) multiplied by resistance (R)
T5D03|What formula is used to calculate resistance in a circuit?|B|||Resistance (R) equals voltage (E) minus current (I)|Resistance (R) equals voltage (E) divided by current (I)|Resistance (R) equals voltage (E) added to current (I)|Resistance (R) equals voltage (E) multiplied by current (I)
T5D04|What is the resistance of a circuit in which a current of 3 amperes flows through a resistor connected to 90 volts?|C|||270 ohms|3 ohms|30 ohms|93 ohms
T5D05|What is the resistance in a circuit for which the applied voltage is 12 volts and the current flow is 1.5 amperes?|C|||18 ohms|0.125 ohms|8 ohms|13.5 ohms
T5D06|What is the resistance of a circuit that draws 4 amperes from a 12-volt source?|C|||16 ohms|8 ohms|3 ohms|48 ohms
T5D07|What is the current in a circuit with an applied voltage of 120 volts and a resistance of 80 ohms?|D|||9600 amperes|200 amperes|0.667 amperes|1.5 amperes
T5D08|What is the current through a 100-ohm resistor connected across 200 volts?|A|||2 amperes|20,000 amperes|0.5 amperes|100 amperes
T5D09|What is the current through a 24-ohm resistor connected across 240 volts?|C|||24,000 amperes|216 amperes|10 amperes|0.1 amperes
T5D10|What is the voltage across a 2-ohm resistor if a current of 0.5 amperes flows through it?|A|||1 volt|1.5 volts|0.25 volts|2.5 volts
T5D11|What is the voltage across a 10-ohm resistor if a current of 1 ampere flows through it?|A|||10 volts|1 volt|9 volts|11 volts
T5D12|What is the voltage across a 10-ohm resistor if a current of 2 amperes flows through it?|A|||20 volts|8 volts|0.2 volts|12 volts
T5D13|What happens to current at the junction of two components in series?|B|||It divides based on the on the value of the components|It is unchanged|It divides equally between them|The current in the second component is zero
T5D14|What happens to current at the junction of two components in parallel?|C|||Its value doubles|It is the same in both components|It divides between them dependent on the value of the components|Its value is halved
T5D15|What is the voltage across each of two components in series with a voltage source?|B|||Twice the source voltage|It is determined by the type and value of the components|The same voltage as the source|Half the source voltage
T5D16|What is the voltage across each of two components in parallel with a voltage source?|A|||The same voltage as the source|Twice the source voltage|It is determined by the type and value of the components|Half the source voltage
T6A01|What electrical component opposes the flow of current in a DC circuit?|D|||Inductor|Voltmeter|Transformer|Resistor
T6A02|What type of component is often used as an adjustable volume control?|A|||Potentiometer|Transformer|Power resistor|Fixed resistor
T6A03|What electrical parameter is controlled by a potentiometer?|A|||Resistance|Capacitance|Inductance|Field strength
T6A04|What electrical component stores energy in an electric field?|D|||Diode|Inductor|Resistor|Capacitor
T6A05|What type of electrical component consists of two or more conductive surfaces separated by an insulator?|C|||Potentiometer|Oscillator|Capacitor|Resistor
T6A06|What type of electrical component stores energy in a magnetic field?|A|||Inductor|Diode|Resistor|Capacitor
T6A07|What electrical component usually is constructed as a coil of wire?|C|||Switch|Capacitor|Inductor|Diode
T6A08|What electrical component is used to connect or disconnect electrical circuits?|A|||Switch|Thermistor|Magnetron|All of these choices are correct
T6A09|What electrical component is used to protect other circuit components from current overloads?|A|||Fuse|Inductor|Capacitor|All of these choices are correct
T6A10|Which of the following battery types is rechargeable?|D|||Lead-acid gel-cell|Nickel-metal hydride|Lithium-ion|All of these choices are correct
T6A11|Which of the following battery types is not rechargeable?|D|||Lead-acid|Nickel-cadmium|Lithium-ion|Carbon-zinc
T6B01|What class of electronic components uses a voltage or current signal to control current flow?|A|||Transistors|Capacitors|Inductors|Resistors
T6B02|What electronic component allows current to flow in only one direction?|D|||Driven element|Resistor|Fuse|Diode
T6B03|Which of these components can be used as an electronic switch or amplifier?|A|||Transistor|Oscillator|Potentiometer|Voltmeter
T6B04|Which of the following components can consist of three layers of semiconductor material?|C|||Pentagrid converter|Alternator|Transistor|Triode
T6B05|Which of the following electronic components can amplify signals?|D|||Electrolytic capacitor|Variable resistor|Multi-cell battery|Transistor
T6B06|How is the cathode lead of a semiconductor diode often marked on the package?|D|||With the word "cathode"|With the letter C|With the letter K|With a stripe
T6B07|What does the abbreviation LED stand for?|D|||Long Echo Delay|Low Emission Diode|Liquid Emission Detector|Light Emitting Diode
T6B08|What does the abbreviation FET stand for?|B|||Fast Electron Transistor|Field Effect Transistor|Free Electron Transmitter|Frequency Emission Transmitter
T6B09|What are the names of the two electrodes of a diode?|C|||Gate and base|Plus and minus|Anode and cathode|Source and drain
T6B10|Which of the following could be the primary gain-producing component in an RF power amplifier?|C|||Transformer|Resistor|Transistor|Reactor
T6B11|What is the term that describes a device's ability to amplify a signal?|D|||Forward resistance|Forward voltage drop|On resistance|Gain
T6C01|What is the name of an electrical wiring diagram that uses standard component symbols?|A|||Schematic|Bill of materials|Flow chart|Connector pinout
T6C02|What is component 1 in figure T1?|A|<img src='T1.jpg'/>||Resistor|Connector|Transistor|Battery
T6C03|What is component 2 in figure T1?|B|<img src='T1.jpg'/>||Indicator lamp|Transistor|Connector|Resistor
T6C04|What is component 3 in figure T1?|B|<img src='T1.jpg'/>||Transistor|Lamp|Ground symbol|Resistor
T6C05|What is component 4 in figure T1?|B|<img src='T1.jpg'/>||Transistor|Battery|Ground symbol|Resistor
T6C06|What is component 6 in figure T2?|D|<img src='T2.jpg'/>||Transistor|Resistor|Regulator IC|Capacitor
T6C07|What is component 8 in figure T2?|A|<img src='T2.jpg'/>||Light emitting diode|Resistor|Regulator IC|Inductor
T6C08|What is component 9 in figure T2?|A|<img src='T2.jpg'/>||Variable resistor|Variable inductor|Variable capacitor|Variable transformer
T6C09|What is component 4 in figure T2?|B|<img src='T2.jpg'/>||Potentiometer|Transformer|Variable inductor|Double-pole switch
T6C10|What is component 3 in figure T3?|B|<img src='T3.jpg'/>||Variable capacitor|Variable inductor|Connector|Meter
T6C11|What is component 4 in figure T3?|A|<img src='T3.jpg'/>||Antenna|Dummy load|Ground|Transmitter
T6C12|What do the symbols on an electrical schematic represent?|D|||Traffic nodes|Logic states|Digital codes|Electrical components
T6C13|Which of the following is accurately represented in electrical schematics?|A|||The way components are interconnected|Wire lengths|Physical appearance of components|All of these choices are correct
T6D01|Which of the following devices or circuits changes an alternating current into a varying direct current signal?|B|||Transformer|Rectifier|Amplifier|Reflector
T6D02|What is a relay?|A|||An electrically-controlled switch|An optical sensor|A pass transistor|A current controlled amplifier
T6D03|What type of switch is represented by component 3 in figure T2?|D|<img src='T2.jpg'/>||Double-pole double-throw|Double-pole single-throw|Single-pole double-throw|Single-pole single-throw
T6D04|Which of the following displays an electrical quantity as a numeric value?|D|||Potentiometer|Transistor|Relay|Meter
T6D05|What type of circuit controls the amount of voltage from a power supply?|A|||Regulator|Filter|Phase inverter|Oscillator
T6D06|What component is commonly used to change 120V AC house current to a lower AC voltage for other uses?|C|||Variable capacitor|Transistor|Transformer|Diode
T6D07|Which of the following is commonly used as a visual indicator?|B|||Zener diode|LED|FET|Bipolar transistor
T6D08|Which of the following is combined with an inductor to make a tuned circuit?|B|||Zener diode|Capacitor|Resistor|Potentiometer
T6D09|What is the name of a device that combines several semiconductors and other components into one package?|D|||Multi-pole relay|Transducer|Transformer|Integrated circuit
T6D10|What is the function of component 2 in Figure T1?|A|<img src='T1.jpg'/>||Control the flow of current|Supply electrical energy|Convert electrical energy into radio waves|Give off light when current flows through it
T6D11|Which of the following is a resonant or tuned circuit?|D|||A type of voltage regulator|A circuit designed to provide high-fidelity audio|A resistor circuit used for reducing standing wave ratio|An inductor and a capacitor connected in series or parallel to form a filter
T6D12|Which of the following is a common reason to use shielded wire?|D|||To increase the current carrying capability of the wire|To couple the wire to other signals|To decrease the resistance of DC power connections|To prevent coupling of unwanted signals to or from the wire
T7A01|Which term describes the ability of a receiver to detect the presence of a signal?|A|||Sensitivity|Selectivity|Total Harmonic Distortion|Linearity
T7A02|What is a transceiver?|A|||A unit combining the functions of a transmitter and a receiver|A type of antenna switch|A component in a repeater that filters out unwanted interference|A type of antenna matching network
T7A03|Which of the following is used to convert a radio signal from one frequency to another?|B|||Phase splitter|Mixer|Amplifier|Inverter
T7A04|Which term describes the ability of a receiver to discriminate between multiple signals?|C|||Sensitivity|Discrimination ratio|Selectivity|Harmonic distortion
T7A05|What is the name of a circuit that generates a signal at a specific frequency?|B|||Reactance modulator|Oscillator|Low-pass filter|Product detector
T7A06|What device converts the RF input and output of a transceiver to another band?|C|||Low-pass filter|Phase converter|Transverter|High-pass filter
T7A07|What is meant by “PTT”?|B|||Pre-transmission tuning to reduce transmitter harmonic emission|The push-to-talk function that switches between receive and transmit|Precise tone transmissions used to limit repeater access to only certain signals|A primary transformer tuner use to match antennas
T7A08|Which of the following describes combining speech with an RF carrier signal?|B|||Oscillation|Modulation|Low-pass filtering|Impedance matching
T7A09|What is the function of the SSB/CW-FM switch on a VHF power amplifier?|C|||Reduce the received signal noise|Change the mode of the transmitted signal|Set the amplifier for proper operation in the selected mode|Change the frequency range of the amplifier to operate in the proper portion of the band
T7A10|What device increases the low-power output from a handheld transceiver?|C|||An impedance network|A voltage divider|An RF power amplifier|All of these choices are correct
T7A11|Where is an RF preamplifier installed?|B|||At the output of the transmitter's power amplifier|Between the antenna and receiver|Between a transmitter and antenna tuner|At the receiver's audio output
T7B01|What can you do if you are told your FM handheld or mobile transceiver is over-deviating?|D|||Talk louder into the microphone|Change to a higher power level|Let the transceiver cool off|Talk farther away from the microphone
T7B02|What would cause a broadcast AM or FM radio to receive an amateur radio transmission unintentionally?|B|||The deviation of an FM transmitter is set too low|The receiver is unable to reject strong signals outside the AM or FM band|The microphone gain of the transmitter is turned up too high|The audio amplifier of the transmitter is overloaded
T7B03|Which of the following can cause radio frequency interference?|D|||Fundamental overload|Spurious emissions|Harmonics|All of these choices are correct
T7B04|Which of the following is a way to reduce or eliminate interference from an amateur transmitter to a nearby telephone?|B|||Put a filter on the amateur transmitter|Put an RF filter on the telephone|Reduce the SWR on the transmitter transmission line|Reduce the microphone gain
T7B05|How can overload of a non-amateur radio or TV receiver by an amateur signal be reduced or eliminated?|A|||Block the amateur signal with a filter at the antenna input of the affected receiver|Switch the transmitter from FM to SSB|Switch the transmitter to a narrow-band mode|Block the interfering signal with a filter on the amateur transmitter
T7B06|Which of the following actions should you take if a neighbor tells you that your station’s transmissions are interfering with their radio or TV reception?|C|||Install a harmonic doubler on the output of your transmitter and tune it until the interference is eliminated|Tell them that your license gives you the right to transmit and nothing can be done to reduce the interference|Make sure that your station is functioning properly and that it does not cause interference to your own radio or television when it is tuned to the same channel|Immediately turn off your transmitter and contact the nearest FCC office for assistance
T7B07|Which of the following can reduce overload to a VHF transceiver from a nearby FM broadcast station?|D|||Double-shielded coaxial cable|RF preamplifier|Using headphones instead of the speaker|Band-reject filter
T7B08|What should you do if something in a neighbor’s home is causing harmful interference to your amateur station?|D|||Politely inform your neighbor about the rules that prohibit the use of devices that cause interference|Check your station and make sure it meets the standards of good amateur practice|Work with your neighbor to identify the offending device|All of these choices are correct
T7B09|What is a Part 15 device?|A|||An unlicensed device that may emit low-powered radio signals on frequencies used by a licensed service|A type of test set used to determine whether a transmitter complies with FCC regulation 91.15|An amplifier that has been type-certified for amateur radio|A device for long-distance communications using special codes sanctioned by the International Amateur Radio Union
T7B10|What might be a problem if you receive a report that your audio signal through the repeater is distorted or unintelligible?|D|||Your transmitter is slightly off frequency|You are in a bad location|Your batteries are running low|All of these choices are correct
T7B11|What is a symptom of RF feedback in a transmitter or transceiver?|A|||Reports of garbled, distorted, or unintelligible voice transmissions|Excessive SWR at the antenna connection|The transmitter will not stay on the desired frequency|Frequent blowing of power supply fuses
T7B12|What should be the first step to resolve cable TV interference from your ham radio transmission?|B|||Add a high-pass filter to the TV antenna input|Be sure all TV coaxial connectors are installed properly|Add a low-pass filter to the TV antenna input|Add a preamplifier to the TV antenna input
T7C01|What is the primary purpose of a dummy load?|B|||To improve the signal-to-noise ratio of a receiver|To prevent transmitting signals over the air when making tests|To prevent over-modulation of a transmitter|To improve the efficiency of an antenna
T7C02|Which of the following instruments can be used to determine if an antenna is resonant at the desired operating frequency?|A|||An antenna analyzer|A VTVM|A Q meter|A frequency counter
T7C03|What, in general terms, is standing wave ratio (SWR)?|A|||A measure of how well a load is matched to a transmission line|The transmitter efficiency ratio|An indication of the quality of your station’s ground connection|The ratio of high to low impedance in a feed line
T7C04|What reading on an SWR meter indicates a perfect impedance match between the antenna and the feed line?|C|||10 to 1|2 to 1|1 to 1|1 to 3
T7C05|Why do most solid-state amateur radio transmitters reduce output power as SWR increases?|A|||To protect the output amplifier transistors|Because power supplies cannot supply enough current at high SWR|To comply with FCC rules on spectral purity|To improve the impedance match to the feed line
T7C06|What does an SWR reading of 4:1 indicate?|D|||Gain of +4 dB|Loss of -4 dB|Good impedance match|Impedance mismatch
T7C07|What happens to power lost in a feed line?|B|||It increases the SWR|It is converted into heat|It can cause distortion of your signal|It comes back into your transmitter and could cause damage
T7C08|What instrument other than an SWR meter could you use to determine if a feed line and antenna are properly matched?|D|||Voltmeter|Iambic pentameter|Ohmmeter|Directional wattmeter
T7C09|Which of the following is the most common cause for failure of coaxial cables?|B|||The velocity factor exceeds 1.0|Moisture contamination|Gamma rays|Overloading
T7C10|Why should the outer jacket of coaxial cable be resistant to ultraviolet light?|B|||Ultraviolet resistant jackets prevent harmonic radiation|Ultraviolet light can damage the jacket and allow water to enter the cable|Ultraviolet and RF signals can mix, causing interference|Ultraviolet light can increase losses in the cable’s jacket
T7C11|What is a disadvantage of air core coaxial cable when compared to foam or solid dielectric types?|D|||It has more loss per foot|It cannot be used at below freezing temperatures|It cannot be used for VHF or UHF antennas|It requires special techniques to prevent water absorption
T7C12|What does a dummy load consist of?|C|||A low-voltage power supply and a DC relay|A 50 ohm reactance used to terminate a transmission line|A non-inductive resistor and a heat sink|A high-gain amplifier and a TR switch
T7D01|Which instrument would you use to measure electric potential or electromotive force?|D|||An ohmmeter|A wavemeter|An ammeter|A voltmeter
T7D02|What is the correct way to connect a voltmeter to a circuit?|B|||In quadrature with the circuit|In parallel with the circuit|In series with the circuit|In phase with the circuit
T7D03|How is a simple ammeter connected to a circuit?|D|||In parallel with the circuit|In phase with the circuit|In quadrature with the circuit|In series with the circuit
T7D04|Which instrument is used to measure electric current?|A|||An ammeter|An ohmmeter|A wavemeter|A voltmeter
T7D05|What instrument is used to measure resistance?|C|||A spectrum analyzer|An oscilloscope|An ohmmeter|A noise bridge
T7D06|Which of the following might damage a multimeter?|D|||Leaving the meter in the milliamps position overnight|Measuring a voltage too small for the chosen scale|Not allowing it to warm up properly|Attempting to measure voltage when using the resistance setting
T7D07|Which of the following measurements are commonly made using a multimeter?|D|||Signal strength and noise|Impedance and reactance|SWR and RF power|Voltage and resistance
T7D08|Which of the following types of solder is best for radio and electronic use?|D|||Silver solder|Acid-core solder|Aluminum solder|Rosin-core solder
T7D09|What is the characteristic appearance of a cold solder joint?|A|||A grainy or dull surface|A bright or shiny surface|A greenish tint|Dark black spots
T7D10|What is probably happening when an ohmmeter, connected across an unpowered circuit, initially indicates a low resistance and then shows increasing resistance with time?|C|||The ohmmeter is defective|The circuit contains a large inductor|The circuit contains a large capacitor|The circuit is a relaxation oscillator
T7D11|Which of the following precautions should be taken when measuring circuit resistance with an ohmmeter?|D|||Ensure that the applied voltages are correct|Ensure that the circuit is operating at the correct frequency|Ensure that the circuit is grounded|Ensure that the circuit is not powered
T7D12|Which of the following precautions should be taken when measuring high voltages with a voltmeter?|C|||Ensure that the voltmeter has very low impedance|Ensure that the circuit is grounded through the voltmeter|Ensure that the voltmeter and leads are rated for use at the voltages to be measured|Ensure that the voltmeter is set to the correct frequency
T8A01|Which of the following is a form of amplitude modulation?|A|||Single sideband|Packet radio|Phase shift keying (PSK)|Spread spectrum
T8A02|What type of modulation is most commonly used for VHF packet radio transmissions?|C|||SSB|AM|FM|PSK
T8A03|Which type of voice mode is most often used for long-distance (weak signal) contacts on the VHF and UHF bands?|D|||PM|FM|DRM|SSB
T8A04|Which type of modulation is most commonly used for VHF and UHF voice repeaters?|A|||FM|PSK|AM|SSB
T8A05|Which of the following types of emission has the narrowest bandwidth?|A|||CW|FM voice|Slow-scan TV|SSB voice
T8A06|Which sideband is normally used for 10 meter HF, VHF, and UHF single-sideband communications?|A|||Upper sideband|Lower sideband|Inverted sideband|Suppressed sideband
T8A07|What is an advantage of single sideband (SSB) over FM for voice transmissions?|B|||SSB signals are easier to tune|SSB signals have narrower bandwidth|SSB signals are less susceptible to interference|All of these choices are correct
T8A08|What is the approximate bandwidth of a single sideband (SSB) voice signal?|A|||3 kHz|1 kHz|6 kHz|15 kHz
T8A09|What is the approximate bandwidth of a VHF repeater FM phone signal?|B|||About 150 kHz|Between 10 and 15 kHz|Between 50 and 125 kHz|Less than 500 Hz
T8A10|What is the typical bandwidth of analog fast-scan TV transmissions on the 70 centimeter band?|D|||About 1 MHz|About 3 MHz|More than 10 MHz|About 6 MHz
T8A11|What is the approximate maximum bandwidth required to transmit a CW signal?|B|||1000 Hz|150 Hz|15 kHz|2.4 kHz
T8B01|What telemetry information is typically transmitted by satellite beacons?|A|||Health and status of the satellite|The signal strength of received signals|Time of day accurate to plus or minus 1/10 second|All of these choices are correct
T8B02|What is the impact of using too much effective radiated power on a satellite uplink?|C|||Possibility of commanding the satellite to an improper mode|Possibility of rebooting the satellite control computer|Blocking access by other users|Overloading the satellite batteries
T8B03|Which of the following are provided by satellite tracking programs?|D|||Maps showing the real-time position of the satellite track over the earth|The apparent frequency of the satellite transmission, including effects of Doppler shift|The time, azimuth, and elevation of the start, maximum altitude, and end of a pass|All of these choices are correct
T8B04|What mode of transmission is commonly used by amateur radio satellites?|D|||FM|SSB|CW/data|All of these choices are correct
T8B05|What is a satellite beacon?|B|||The primary transmit antenna on the satellite|A transmission from a satellite that contains status information|An indicator light that shows where to point your antenna|A reflective surface on the satellite
T8B06|Which of the following are inputs to a satellite tracking program?|A|||The Keplerian elements|The last observed time of zero Doppler shift|The weight of the satellite|All of these choices are correct
T8B07|With regard to satellite communications, what is Doppler shift?|D|||A mode where the satellite receives signals on one band and transmits on another|A special digital communications mode for some satellites|A change in the satellite orbit|An observed change in signal frequency caused by relative motion between the satellite and the earth station
T8B08|What is meant by the statement that a satellite is operating in mode U/V?|B|||The satellite operates using ultraviolet frequencies|The satellite uplink is in the 70 centimeter band and the downlink is in the 2 meter band|The satellite frequencies are usually variable|The satellite uplink is in the 15 meter band and the downlink is in the 10 meter band
T8B09|What causes spin fading of satellite signals?|C|||Interfering signals within the satellite uplink band|Circular polarized noise interference radiated from the sun|Rotation of the satellite and its antennas|Doppler shift of the received signal
T8B10|What do the initials LEO tell you about an amateur satellite?|D|||The satellite battery is in Low Energy Operation mode|The satellite is performing a Lunar Ejection Orbit maneuver|The satellite uses Light Emitting Optics|The satellite is in a Low Earth Orbit
T8B11|Who may receive telemetry from a space station?|B|||A licensed radio amateur who has registered for an access code from AMSAT|Anyone who can receive the telemetry signal|A licensed radio amateur who has been certified by the protocol developer|A licensed radio amateur with a transmitter equipped for interrogating the satellite
T8B12|Which of the following is a good way to judge whether your uplink power is neither too low nor too high?|B|||Listen for distortion on your downlink signal|Your signal strength on the downlink should be about the same as the beacon|Check your signal strength report in the telemetry data|All of these choices are correct
T8C01|Which of the following methods is used to locate sources of noise interference or jamming?|B|||Phase locking|Radio direction finding|Echolocation|Doppler radar
T8C02|Which of these items would be useful for a hidden transmitter hunt?|B|||Calibrated SWR meter|A directional antenna|A calibrated noise bridge|All of these choices are correct
T8C03|What operating activity involves contacting as many stations as possible during a specified period?|C|||Net operations|Simulated emergency exercises|Contesting|Public service events
T8C04|Which of the following is good procedure when contacting another station in a radio contest?|B|||Sign only the last two letters of your call if there are many other stations calling|Send only the minimum information needed for proper identification and the contest exchange|Contact the station twice to be sure that you are in his log|All of these choices are correct
