T3B04-Technician-us-2018-2022|T3B04|How fast does a radio wave travel through free space?|D|||At the speed of sound|Its speed is inversely proportional to its wavelength|Its speed increases as the frequency increases|At the speed of light
T3B05-Technician-us-2018-2022|T3B05|How does the wavelength of a radio wave relate to its frequency?|B|||The wavelength gets longer as the frequency increases|The wavelength gets shorter as the frequency increases|The wavelength depends on the bandwidth of the signal|There is no relationship between wavelength and frequency
T3B06-Technician-us-2018-2022|T3B06|What is the formula for converting frequency to approximate wavelength in meters?|C|||Wavelength in meters equals frequency in hertz divided by 300|Wavelength in meters equals frequency in megahertz divided by 300|Wavelength in meters equals 300 divided by frequency in megahertz|Wavelength in meters equals frequency in hertz multiplied by 300
T3B07-Technician-us-2018-2022|T3B07|What property of radio waves is often used to identify the different frequency bands?|C|||The voltage standing wave ratio of waves|The magnetic intensity of waves|The approximate wavelength|The time it takes for waves to travel one mile
T3B08-Technician-us-2018-2022|T3B08|What are the frequency limits of the VHF spectrum?|C|||30 to 300 kHz|300 to 3000 kHz|30 to 300 MHz|300 to 3000 MHz
T3B09-Technician-us-2018-2022|T3B09|What are the frequency limits of the UHF spectrum?|D|||30 to 300 kHz|30 to 300 MHz|300 to 3000 kHz|300 to 3000 MHz
T3B10-Technician-us-2018-2022|T3B10|What frequency range is referred to as HF?|B|||300 to 3000 MHz|3 to 30 MHz|30 to 300 MHz|300 to 3000 kHz
T3B11-Technician-us-2018-2022|T3B11|What is the approximate velocity of a radio wave as it travels through free space?|B|||150,000 kilometers per second|300,000,000 meters per second|300,000,000 miles per hour|150,000 miles per hour
T3C01-Technician-us-2018-2022|T3C01|Why are direct (not via a repeater) UHF signals rarely heard from stations outside your local coverage area?|D|||FCC regulations prohibit them from going more than 50 miles|UHF signals are absorbed by the ionospheric D layer|They are too weak to go very far|UHF signals are usually not reflected by the ionosphere
T3C02-Technician-us-2018-2022|T3C02|Which of the following is an advantage of HF vs VHF and higher frequencies?|A|||Long distance ionospheric propagation is far more common on HF|HF accommodates wider bandwidth signals|HF antennas are generally smaller|There is less atmospheric interference (static) on HF
T3C03-Technician-us-2018-2022|T3C03|What is a characteristic of VHF signals received via auroral reflection?|A|||The signals exhibit rapid fluctuations of strength and often sound distorted|Signals from distances of 10,000 or more miles are common|These types of signals are generally strongest when your antenna is aimed west|These types of signals occur only during winter nighttime hours
T3C04-Technician-us-2018-2022|T3C04|Which of the following propagation types is most commonly associated with occasional strong over-the-horizon signals on the 10, 6, and 2 meter bands?|B|||Backscatter|Sporadic E|D layer absorption|Gray-line propagation
T3C05-Technician-us-2018-2022|T3C05|Which of the following effects might cause radio signals to be heard despite obstructions between the transmitting and receiving stations?|A|||Knife-edge diffraction|Faraday rotation|Doppler shift|Quantum tunneling
T3C06-Technician-us-2018-2022|T3C06|What mode is responsible for allowing over-the-horizon VHF and UHF communications to ranges of approximately 300 miles on a regular basis?|B|||D layer refraction|Tropospheric ducting|Faraday rotation|F2 layer refraction
T3C07-Technician-us-2018-2022|T3C07|What band is best suited for communicating via meteor scatter?|B|||10 meter band|6 meter band|70 centimeter band|2 meter band
T3C08-Technician-us-2018-2022|T3C08|What causes tropospheric ducting?|B|||Discharges of lightning during electrical storms|Temperature inversions in the atmosphere|Sunspots and solar flares|Updrafts from hurricanes and tornadoes
T3C09-Technician-us-2018-2022|T3C09|What is generally the best time for long-distance 10 meter band propagation via the F layer?|B|||From shortly after sunset to dawn during periods of high sunspot activity|From dawn to shortly after sunset during periods of high sunspot activity|From dawn to shortly after sunset during periods of low sunspot activity|From shortly after sunset to dawn during periods of low sunspot activity
T3C10-Technician-us-2018-2022|T3C10|Which of the following bands may provide long distance communications during the peak of the sunspot cycle?|B|||23 centimeter band|6 or 10 meter bands|70 centimeter or 1.25 meter bands|All of these choices are correct
T3C11-Technician-us-2018-2022|T3C11|Why do VHF and UHF radio signals usually travel somewhat farther than the visual line of sight distance between two stations?|A|||The Earth seems less curved to radio waves than to light|Radio signals move somewhat faster than the speed of light|Radio waves are blocked by dust particles|Radio waves are not blocked by dust particles
T4A01-Technician-us-2018-2022|T4A01|What must be considered to determine the minimum current capacity needed for a transceiver power supply?|D|||Efficiency of the transmitter at full power output|Power supply regulation and heat dissipation|Receiver and control circuit power|All of these choices are correct
T4A02-Technician-us-2018-2022|T4A02|How might a computer be used as part of an amateur radio station?|D|||For generating and decoding digital signals|For sending and/or receiving CW|For logging contacts and contact information|All of these choices are correct
T4A03-Technician-us-2018-2022|T4A03|Why should wiring between the power source and radio be heavy-gauge wire and kept as short as possible?|B|||To avoid RF interference|To avoid voltage falling below that needed for proper operation|To provide a good counterpoise for the antenna|All of these choices are correct
T4A04-Technician-us-2018-2022|T4A04|Which computer sound card port is connected to a transceiver’s headphone or speaker output for operating digital modes?|D|||PCI or SDI|Mute|Headphone output|Microphone or line input
T4A05-Technician-us-2018-2022|T4A05|What is the proper location for an external SWR meter?|B|||In series with the power supply cable, as close as possible to the radio|In series with the feed line, between the transmitter and antenna|In parallel with the push-to-talk line and the antenna|In series with the station's ground
T4A06-Technician-us-2018-2022|T4A06|Which of the following connections might be used between a voice transceiver and a computer for digital operation?|C|||Antenna and RF power|Receive and transmit mode, status, and location|Receive audio, transmit audio, and push-to-talk (PTT)|NMEA GPS location and DC power
T4A07-Technician-us-2018-2022|T4A07|How is a computer’s sound card used when conducting digital communications?|B|||The sound card records the audio frequency for video display|The sound card provides audio to the radio's microphone input and converts received audio to digital form|The sound card communicates between the computer CPU and the video display|All of these choices are correct
T4A08-Technician-us-2018-2022|T4A08|Which of the following conductors provides the lowest impedance to RF signals?|A|||Flat strap|Round copper-clad steel wire|Twisted-pair cable|Round stranded wire
T4A09-Technician-us-2018-2022|T4A09|Which of the following could you use to cure distorted audio caused by RF current on the shield of a microphone cable?|A|||Ferrite choke|Preamplifier|Low-pass filter|Band-pass filter
T4A10-Technician-us-2018-2022|T4A10|What is the source of a high-pitched whine that varies with engine speed in a mobile transceiver’s receive audio?|D|||The electric fuel pump|Anti-lock braking system controllers|The ignition system|The alternator
T4A11-Technician-us-2018-2022|T4A11|Where should the negative return connection of a mobile transceiver's power cable be connected?|B|||At the antenna mount|At the battery or engine block ground strap|To any metal part of the vehicle|Through the transceiver’s mounting bracket
T4B01-Technician-us-2018-2022|T4B01|What may happen if a transmitter is operated with the microphone gain set too high?|A|||The output signal might become distorted|The SWR might increase|The output power might be too high|The frequency might vary
T4B02-Technician-us-2018-2022|T4B02|Which of the following can be used to enter the operating frequency on a modern transceiver?|A|||The keypad or VFO knob|The Automatic Frequency Control|The CTCSS or DTMF encoder|All of these choices are correct
T4B03-Technician-us-2018-2022|T4B03|What is the purpose of the squelch control on a transceiver?|C|||To set the highest level of volume desired|To adjust the automatic gain control|To mute receiver output noise when no signal is being received|To set the transmitter power level
T4B04-Technician-us-2018-2022|T4B04|What is a way to enable quick access to a favorite frequency on your transceiver?|B|||Disable the CTCSS tones|Store the frequency in a memory channel|Use the scan mode to select the desired frequency|Enable the CTCSS tones
T4B05-Technician-us-2018-2022|T4B05|Which of the following would reduce ignition interference to a receiver?|D|||Decrease the squelch setting|Change frequency slightly|Use the RIT control|Turn on the noise blanker
T4B06-Technician-us-2018-2022|T4B06|Which of the following controls could be used if the voice pitch of a single-sideband signal seems too high or low?|D|||The AGC or limiter|The bandwidth selection|The tone squelch|The receiver RIT or clarifier
T4B07-Technician-us-2018-2022|T4B07|What does the term “RIT” mean?|B|||Rectifier Inverter Test|Receiver Incremental Tuning|Remote Input Transmitter|Receiver Input Tone
T4B08-Technician-us-2018-2022|T4B08|What is the advantage of having multiple receive bandwidth choices on a multimode transceiver?|C|||Permits monitoring several modes at once|Increases the number of frequencies that can be stored in memory|Permits noise or interference reduction by selecting a bandwidth matching the mode|Increases the amount of offset between receive and transmit frequencies
T4B09-Technician-us-2018-2022|T4B09|Which of the following is an appropriate receive filter bandwidth for minimizing noise and interference for SSB reception?|D|||1000 Hz|500 Hz|5000 Hz|2400 Hz
T4B10-Technician-us-2018-2022|T4B10|Which of the following is an appropriate receive filter bandwidth for minimizing noise and interference for CW reception?|D|||1000 Hz|5000 Hz|2400 Hz|500 Hz
T4B11-Technician-us-2018-2022|T4B11|What is the function of automatic gain control, or AGC?|A|||To keep received audio relatively constant|An asymmetric goniometer control used for antenna matching|To protect an antenna from lightning|To eliminate RF on the station cabling
T4B12-Technician-us-2018-2022|T4B12|Which of the following could be used to remove power line noise or ignition noise?|C|||Notch filter|Squelch|Noise blanker|All of these choices are correct
T4B13-Technician-us-2018-2022|T4B13|Which of the following is a use for the scanning function of an FM transceiver?|D|||To prevent interference to nearby repeaters|To check for messages left on a digital bulletin board|To check incoming signal deviation|To scan through a range of frequencies to check for activity
T5A01-Technician-us-2018-2022|T5A01|Electrical current is measured in which of the following units?|D|||Volts|Watts|Ohms|Amperes
T5A02-Technician-us-2018-2022|T5A02|Electrical power is measured in which of the following units?|C|||Volts|Ohms|Watts|Amperes
T5A03-Technician-us-2018-2022|T5A03|What is the name for the flow of electrons in an electric circuit?|B|||Voltage|Current|Resistance|Capacitance
T5A04-Technician-us-2018-2022|T5A04|What is the name for a current that flows only in one direction?|C|||Alternating current|Normal current|Direct current|Smooth current
T5A05-Technician-us-2018-2022|T5A05|What is the electrical term for the electromotive force (EMF) that causes electron flow?|A|||Voltage|Ampere-hours|Inductance|Capacitance
T5A06-Technician-us-2018-2022|T5A06|How much voltage does a mobile transceiver typically require?|A|||About 12 volts|About 30 volts|About 120 volts|About 240 volts
T5A07-Technician-us-2018-2022|T5A07|Which of the following is a good electrical conductor?|A|||Copper|Rubber|Wood|Glass
T5A08-Technician-us-2018-2022|T5A08|Which of the following is a good electrical insulator?|C|||Mercury|Aluminum|Glass|Copper
T5A09-Technician-us-2018-2022|T5A09|What is the name for a current that reverses direction on a regular basis?|C|||Circular current|Vertical current|Alternating current|Direct current
T5A10-Technician-us-2018-2022|T5A10|Which term describes the rate at which electrical energy is used?|A|||Power|Resistance|Current|Voltage
T5A11-Technician-us-2018-2022|T5A11|What is the unit of electromotive force?|A|||The volt|The watt|The ampere|The ohm
T5A12-Technician-us-2018-2022|T5A12|What describes the number of times per second that an alternating current makes a complete cycle?|D|||Pulse rate|Speed|Wavelength|Frequency
T5A13-Technician-us-2018-2022|T5A13|In which type of circuit is current the same through all components?|A|||Series|Branch|Resonant|Parallel
T5A14-Technician-us-2018-2022|T5A14|In which type of circuit is voltage the same across all components?|B|||Series|Parallel|Branch|Resonant
T5B01-Technician-us-2018-2022|T5B01|How many milliamperes is 1.5 amperes?|A|||1500 milliamperes|150 milliamperes|15,000 milliamperes|15 milliamperes
T5B02-Technician-us-2018-2022|T5B02|What is another way to specify a radio signal frequency of 1,500,000 hertz?|B|||150 kHz|1500 kHz|15 GHz|1500 MHz
T5B03-Technician-us-2018-2022|T5B03|How many volts are equal to one kilovolt?|B|||One hundred volts|One thousand volts|One million volts|One one-thousandth of a volt
T5B04-Technician-us-2018-2022|T5B04|How many volts are equal to one microvolt?|C|||One one-thousandth of a volt|One thousand kilovolts|One one-millionth of a volt|One million volts
T5B05-Technician-us-2018-2022|T5B05|Which of the following is equal to 500 milliwatts?|C|||0.02 watts|50 watts|0.5 watts|5 watts
T5B06-Technician-us-2018-2022|T5B06|If an ammeter calibrated in amperes is used to measure a 3000-milliampere current, what reading would it show?|A|||3 amperes|0.3 amperes|3,000,000 amperes|0.003 amperes
T5B07-Technician-us-2018-2022|T5B07|If a frequency display calibrated in megahertz shows a reading of 3.525 MHz, what would it show if it were calibrated in kilohertz?|B|||35.25 kHz|3525 kHz|3,525,000 kHz|0.003525 kHz
T5B08-Technician-us-2018-2022|T5B08|How many microfarads are equal to 1,000,000 picofarads?|A|||1 microfarad|1,000,000,000 microfarads|0.001 microfarads|1000 microfarads
T5B09-Technician-us-2018-2022|T5B09|What is the approximate amount of change, measured in decibels (dB), of a power increase from 5 watts to 10 watts?|B|||5 dB|3 dB|10 dB|2 dB
T5B10-Technician-us-2018-2022|T5B10|What is the approximate amount of change, measured in decibels (dB), of a power decrease from 12 watts to 3 watts?|B|||-3 dB|-6 dB|-1 dB|-9 dB
T5B11-Technician-us-2018-2022|T5B11|What is the amount of change, measured in decibels (dB), of a power increase from 20 watts to 200 watts?|D|||12 dB|18 dB|28 dB|10 dB
T5B12-Technician-us-2018-2022|T5B12|Which of the following frequencies is equal to 28,400 kHz?|B|||28.400 kHz|28.400 MHz|2.800 MHz|284.00 MHz
T5B13-Technician-us-2018-2022|T5B13|If a frequency display shows a reading of 2425 MHz, what frequency is that in GHz?|B|||24.25 GHz|2.425 GHz|2425 GHz|0.002425 GHz
T5C01-Technician-us-2018-2022|T5C01|What is the ability to store energy in an electric field called?|D|||Resistance|Inductance|Tolerance|Capacitance
T5C02-Technician-us-2018-2022|T5C02|What is the basic unit of capacitance?|D|||The volt|The ohm|The henry|The farad
T5C03-Technician-us-2018-2022|T5C03|What is the ability to store energy in a magnetic field called?|A|||Inductance|Capacitance|Resistance|Admittance
T5C04-Technician-us-2018-2022|T5C04|What is the basic unit of inductance?|A|||The henry|The coulomb|The farad|The ohm
T5C05-Technician-us-2018-2022|T5C05|What is the unit of frequency?|A|||Hertz|Farad|Henry|Tesla
T5C06-Technician-us-2018-2022|T5C06|What does the abbreviation “RF” refer to?|B|||Reflective force in antenna transmission lines|Radio frequency signals of all types|The resonant frequency of a tuned circuit|The real frequency transmitted as opposed to the apparent frequency
T5C07-Technician-us-2018-2022|T5C07|A radio wave is made up of what type of energy?|B|||Thermal|Electromagnetic|Gravity|Pressure
T5C08-Technician-us-2018-2022|T5C08|What is the formula used to calculate electrical power in a DC circuit?|D|||Power (P) equals voltage (E) minus current (I)|Power (P) equals voltage (E) plus current (I)|Power (P) equals voltage (E) divided by current (I)|Power (P) equals voltage (E) multiplied by current (I)
T5C09-Technician-us-2018-2022|T5C09|How much power is being used in a circuit when the applied voltage is 13.8 volts DC and the current is 10 amperes?|A|||138 watts|0.7 watts|3.8 watts|23.8 watts
T5C10-Technician-us-2018-2022|T5C10|How much power is being used in a circuit when the applied voltage is 12 volts DC and the current is 2.5 amperes?|D|||4.8 watts|14.5 watts|0.208 watts|30 watts
T5C11-Technician-us-2018-2022|T5C11|How many amperes are flowing in a circuit when the applied voltage is 12 volts DC and the load is 120 watts?|C|||0.1 amperes|132 amperes|10 amperes|12 amperes
T5C12-Technician-us-2018-2022|T5C12|What is impedance?|A|||A measure of the opposition to AC current flow in a circuit|The power handling capability of a component|The inverse of resistance|The Q or Quality Factor of a component
T5C13-Technician-us-2018-2022|T5C13|What is a unit of impedance?|D|||Amperes|Volts|Coulombs|Ohms
T5C14-Technician-us-2018-2022|T5C14|What is the proper abbreviation for megahertz?|B|||Mhz|MHz|mHz|mhZ
T5D01-Technician-us-2018-2022|T5D01|What formula is used to calculate current in a circuit?|B|||Current (I) equals voltage (E) added to resistance (R)|Current (I) equals voltage (E) divided by resistance (R)|Current (I) equals voltage (E) minus resistance (R)|Current (I) equals voltage (E) multiplied by resistance (R)
T5D02-Technician-us-2018-2022|T5D02|What formula is used to calculate voltage in a circuit?|A|||Voltage (E) equals current (I) multiplied by resistance (R)|Voltage (E) equals current (I) divided by resistance (R)|Voltage (E) equals current (I) minus resistance (R)|Voltage (E) equals current (I) added to resistance (R)
T5D03-Technician-us-2018-2022|T5D03|What formula is used to calculate resistance in a circuit?|C|||Resistance (R) equals voltage (E) minus current (I)|Resistance (R) equals voltage (E) multiplied by current (I)|Resistance (R) equals voltage (E) divided by current (I)|Resistance (R) equals voltage (E) added to current (I)
T5D04-Technician-us-2018-2022|T5D04|What is the resistance of a circuit in which a current of 3 amperes flows through a resistor connected to 90 volts?|A|||30 ohms|93 ohms|3 ohms|270 ohms
T5D05-Technician-us-2018-2022|T5D05|What is the resistance in a circuit for which the applied voltage is 12 volts and the current flow is 1.5 amperes?|B|||0.125 ohms|8 ohms|18 ohms|13.5 ohms
T5D06-Technician-us-2018-2022|T5D06|What is the resistance of a circuit that draws 4 amperes from a 12-volt source?|D|||16 ohms|48 ohms|8 ohms|3 ohms
T5D07-Technician-us-2018-2022|T5D07|What is the current in a circuit with an applied voltage of 120 volts and a resistance of 80 ohms?|A|||1.5 amperes|0.667 amperes|9600 amperes|200 amperes
T5D08-Technician-us-2018-2022|T5D08|What is the current through a 100-ohm resistor connected across 200 volts?|C|||100 amperes|20,000 amperes|2 amperes|0.5 amperes
T5D09-Technician-us-2018-2022|T5D09|What is the current through a 24-ohm resistor connected across 240 volts?|D|||24,000 amperes|0.1 amperes|216 amperes|10 amperes
T5D10-Technician-us-2018-2022|T5D10|What is the voltage across a 2-ohm resistor if a current of 0.5 amperes flows through it?|D|||0.25 volts|1.5 volts|2.5 volts|1 volt
T5D11-Technician-us-2018-2022|T5D11|What is the voltage across a 10-ohm resistor if a current of 1 ampere flows through it?|C|||9 volts|1 volt|10 volts|11 volts
T5D12-Technician-us-2018-2022|T5D12|What is the voltage across a 10-ohm resistor if a current of 2 amperes flows through it?|C|||0.2 volts|8 volts|20 volts|12 volts
T5D13-Technician-us-2018-2022|T5D13|What happens to current at the junction of two components in series?|D|||It divides equally between them|The current in the second component is zero|It divides based on the on the value of the components|It is unchanged
T5D14-Technician-us-2018-2022|T5D14|What happens to current at the junction of two components in parallel?|D|||It is the same in both components|Its value doubles|Its value is halved|It divides between them dependent on the value of the components
T5D15-Technician-us-2018-2022|T5D15|What is the voltage across each of two components in series with a voltage source?|B|||Half the source voltage|It is determined by the type and value of the components|The same voltage as the source|Twice the source voltage
T5D16-Technician-us-2018-2022|T5D16|What is the voltage across each of two components in parallel with a voltage source?|B|||It is determined by the type and value of the components|The same voltage as the source|Twice the source voltage|Half the source voltage
T6A01-Technician-us-2018-2022|T6A01|What electrical component opposes the flow of current in a DC circuit?|B|||Voltmeter|Resistor|Inductor|Transformer
T6A02-Technician-us-2018-2022|T6A02|What type of component is often used as an adjustable volume control?|B|||Transformer|Potentiometer|Power resistor|Fixed resistor
T6A03-Technician-us-2018-2022|T6A03|What electrical parameter is controlled by a potentiometer?|B|||Inductance|Resistance|Field strength|Capacitance
T6A04-Technician-us-2018-2022|T6A04|What electrical component stores energy in an electric field?|C|||Resistor|Diode|Capacitor|Inductor
T6A05-Technician-us-2018-2022|T6A05|What type of electrical component consists of two or more conductive surfaces separated by an insulator?|D|||Potentiometer|Oscillator|Resistor|Capacitor
T6A06-Technician-us-2018-2022|T6A06|What type of electrical component stores energy in a magnetic field?|D|||Capacitor|Diode|Resistor|Inductor
T6A07-Technician-us-2018-2022|T6A07|What electrical component usually is constructed as a coil of wire?|D|||Capacitor|Switch|Diode|Inductor
T6A08-Technician-us-2018-2022|T6A08|What electrical component is used to connect or disconnect electrical circuits?|C|||Thermistor|Magnetron|Switch|All of these choices are correct
T6A09-Technician-us-2018-2022|T6A09|What electrical component is used to protect other circuit components from current overloads?|C|||Capacitor|Inductor|Fuse|All of these choices are correct
T6A10-Technician-us-2018-2022|T6A10|Which of the following battery types is rechargeable?|D|||Nickel-metal hydride|Lithium-ion|Lead-acid gel-cell|All of these choices are correct
T6A11-Technician-us-2018-2022|T6A11|Which of the following battery types is not rechargeable?|B|||Lead-acid|Carbon-zinc|Lithium-ion|Nickel-cadmium
T6B01-Technician-us-2018-2022|T6B01|What class of electronic components uses a voltage or current signal to control current flow?|B|||Capacitors|Transistors|Resistors|Inductors
T6B02-Technician-us-2018-2022|T6B02|What electronic component allows current to flow in only one direction?|A|||Diode|Resistor|Fuse|Driven element
T6B03-Technician-us-2018-2022|T6B03|Which of these components can be used as an electronic switch or amplifier?|A|||Transistor|Oscillator|Potentiometer|Voltmeter
T6B04-Technician-us-2018-2022|T6B04|Which of the following components can consist of three layers of semiconductor material?|D|||Pentagrid converter|Triode|Alternator|Transistor
T6B05-Technician-us-2018-2022|T6B05|Which of the following electronic components can amplify signals?|D|||Variable resistor|Electrolytic capacitor|Multi-cell battery|Transistor
T6B06-Technician-us-2018-2022|T6B06|How is the cathode lead of a semiconductor diode often marked on the package?|B|||With the letter K|With a stripe|With the letter C|With the word "cathode"
T6B07-Technician-us-2018-2022|T6B07|What does the abbreviation LED stand for?|A|||Light Emitting Diode|Liquid Emission Detector|Low Emission Diode|Long Echo Delay
T6B08-Technician-us-2018-2022|T6B08|What does the abbreviation FET stand for?|D|||Frequency Emission Transmitter|Free Electron Transmitter|Fast Electron Transistor|Field Effect Transistor
T6B09-Technician-us-2018-2022|T6B09|What are the names of the two electrodes of a diode?|C|||Source and drain|Plus and minus|Anode and cathode|Gate and base
T6B10-Technician-us-2018-2022|T6B10|Which of the following could be the primary gain-producing component in an RF power amplifier?|B|||Transformer|Transistor|Resistor|Reactor
T6B11-Technician-us-2018-2022|T6B11|What is the term that describes a device's ability to amplify a signal?|C|||On resistance|Forward voltage drop|Gain|Forward resistance
T6C01-Technician-us-2018-2022|T6C01|What is the name of an electrical wiring diagram that uses standard component symbols?|B|||Connector pinout|Schematic|Flow chart|Bill of materials
T6C02-Technician-us-2018-2022|T6C02|What is component 1 in figure T1?|D|<img src='T1.jpg'/>||Transistor|Connector|Battery|Resistor
T6C03-Technician-us-2018-2022|T6C03|What is component 2 in figure T1?|D|<img src='T1.jpg'/>||Indicator lamp|Resistor|Connector|Transistor
T6C04-Technician-us-2018-2022|T6C04|What is component 3 in figure T1?|D|<img src='T1.jpg'/>||Ground symbol|Resistor|Transistor|Lamp
T6C05-Technician-us-2018-2022|T6C05|What is component 4 in figure T1?|C|<img src='T1.jpg'/>||Ground symbol|Resistor|Battery|Transistor
T6C06-Technician-us-2018-2022|T6C06|What is component 6 in figure T2?|B|<img src='T2.jpg'/>||Resistor|Capacitor|Regulator IC|Transistor
T6C07-Technician-us-2018-2022|T6C07|What is component 8 in figure T2?|B|<img src='T2.jpg'/>||Resistor|Light emitting diode|Regulator IC|Inductor
T6C08-Technician-us-2018-2022|T6C08|What is component 9 in figure T2?|B|<img src='T2.jpg'/>||Variable transformer|Variable resistor|Variable capacitor|Variable inductor
T6C09-Technician-us-2018-2022|T6C09|What is component 4 in figure T2?|B|<img src='T2.jpg'/>||Potentiometer|Transformer|Variable inductor|Double-pole switch
T6C10-Technician-us-2018-2022|T6C10|What is component 3 in figure T3?|C|<img src='T3.jpg'/>||Meter|Variable capacitor|Variable inductor|Connector
T6C11-Technician-us-2018-2022|T6C11|What is component 4 in figure T3?|C|<img src='T3.jpg'/>||Ground|Transmitter|Antenna|Dummy load
T6C12-Technician-us-2018-2022|T6C12|What do the symbols on an electrical schematic represent?|A|||Electrical components|Logic states|Digital codes|Traffic nodes
T6C13-Technician-us-2018-2022|T6C13|Which of the following is accurately represented in electrical schematics?|B|||Physical appearance of components|The way components are interconnected|Wire lengths|All of these choices are correct
T6D01-Technician-us-2018-2022|T6D01|Which of the following devices or circuits changes an alternating current into a varying direct current signal?|D|||Amplifier|Transformer|Reflector|Rectifier
T6D02-Technician-us-2018-2022|T6D02|What is a relay?|B|||A pass transistor|An electrically-controlled switch|An optical sensor|A current controlled amplifier
T6D03-Technician-us-2018-2022|T6D03|What type of switch is represented by component 3 in figure T2?|A|<img src='T2.jpg'/>||Single-pole single-throw|Double-pole single-throw|Double-pole double-throw|Single-pole double-throw
T6D04-Technician-us-2018-2022|T6D04|Which of the following displays an electrical quantity as a numeric value?|D|||Potentiometer|Transistor|Relay|Meter
T6D05-Technician-us-2018-2022|T6D05|What type of circuit controls the amount of voltage from a power supply?|A|||Regulator|Phase inverter|Filter|Oscillator
T6D06-Technician-us-2018-2022|T6D06|What component is commonly used to change 120V AC house current to a lower AC voltage for other uses?|A|||Transformer|Diode|Variable capacitor|Transistor
T6D07-Technician-us-2018-2022|T6D07|Which of the following is commonly used as a visual indicator?|C|||FET|Bipolar transistor|LED|Zener diode
T6D08-Technician-us-2018-2022|T6D08|Which of the following is combined with an inductor to make a tuned circuit?|D|||Resistor|Zener diode|Potentiometer|Capacitor
T6D09-Technician-us-2018-2022|T6D09|What is the name of a device that combines several semiconductors and other components into one package?|A|||Integrated circuit|Multi-pole relay|Transformer|Transducer
T6D10-Technician-us-2018-2022|T6D10|What is the function of component 2 in Figure T1?|B|<img src='T1.jpg'/>||Supply electrical energy|Control the flow of current|Convert electrical energy into radio waves|Give off light when current flows through it
T6D11-Technician-us-2018-2022|T6D11|Which of the following is a resonant or tuned circuit?|B|||A resistor circuit used for reducing standing wave ratio|An inductor and a capacitor connected in series or parallel to form a filter|A circuit designed to provide high-fidelity audio|A type of voltage regulator
T6D12-Technician-us-2018-2022|T6D12|Which of the following is a common reason to use shielded wire?|B|||To couple the wire to other signals|To prevent coupling of unwanted signals to or from the wire|To increase the current carrying capability of the wire|To decrease the resistance of DC power connections
T7A01-Technician-us-2018-2022|T7A01|Which term describes the ability of a receiver to detect the presence of a signal?|D|||Total Harmonic Distortion|Linearity|Selectivity|Sensitivity
T7A02-Technician-us-2018-2022|T7A02|What is a transceiver?|D|||A type of antenna switch|A type of antenna matching network|A component in a repeater that filters out unwanted interference|A unit combining the functions of a transmitter and a receiver
T7A03-Technician-us-2018-2022|T7A03|Which of the following is used to convert a radio signal from one frequency to another?|D|||Phase splitter|Inverter|Amplifier|Mixer
T7A04-Technician-us-2018-2022|T7A04|Which term describes the ability of a receiver to discriminate between multiple signals?|C|||Discrimination ratio|Sensitivity|Selectivity|Harmonic distortion
T7A05-Technician-us-2018-2022|T7A05|What is the name of a circuit that generates a signal at a specific frequency?|B|||Product detector|Oscillator|Low-pass filter|Reactance modulator
T7A06-Technician-us-2018-2022|T7A06|What device converts the RF input and output of a transceiver to another band?|C|||High-pass filter|Low-pass filter|Transverter|Phase converter
T7A07-Technician-us-2018-2022|T7A07|What is meant by “PTT”?|C|||Pre-transmission tuning to reduce transmitter harmonic emission|A primary transformer tuner use to match antennas|The push-to-talk function that switches between receive and transmit|Precise tone transmissions used to limit repeater access to only certain signals
T7A08-Technician-us-2018-2022|T7A08|Which of the following describes combining speech with an RF carrier signal?|A|||Modulation|Low-pass filtering|Oscillation|Impedance matching
T7A09-Technician-us-2018-2022|T7A09|What is the function of the SSB/CW-FM switch on a VHF power amplifier?|A|||Set the amplifier for proper operation in the selected mode|Change the mode of the transmitted signal|Change the frequency range of the amplifier to operate in the proper portion of the band|Reduce the received signal noise
T7A10-Technician-us-2018-2022|T7A10|What device increases the low-power output from a handheld transceiver?|B|||An impedance network|An RF power amplifier|A voltage divider|All of these choices are correct
T7A11-Technician-us-2018-2022|T7A11|Where is an RF preamplifier installed?|B|||Between a transmitter and antenna tuner|Between the antenna and receiver|At the receiver's audio output|At the output of the transmitter's power amplifier
T7B01-Technician-us-2018-2022|T7B01|What can you do if you are told your FM handheld or mobile transceiver is over-deviating?|D|||Change to a higher power level|Let the transceiver cool off|Talk louder into the microphone|Talk farther away from the microphone
T7B02-Technician-us-2018-2022|T7B02|What would cause a broadcast AM or FM radio to receive an amateur radio transmission unintentionally?|B|||The audio amplifier of the transmitter is overloaded|The receiver is unable to reject strong signals outside the AM or FM band|The deviation of an FM transmitter is set too low|The microphone gain of the transmitter is turned up too high
T7B03-Technician-us-2018-2022|T7B03|Which of the following can cause radio frequency interference?|D|||Spurious emissions|Fundamental overload|Harmonics|All of these choices are correct
T7B04-Technician-us-2018-2022|T7B04|Which of the following is a way to reduce or eliminate interference from an amateur transmitter to a nearby telephone?|B|||Reduce the microphone gain|Put an RF filter on the telephone|Reduce the SWR on the transmitter transmission line|Put a filter on the amateur transmitter
T7B05-Technician-us-2018-2022|T7B05|How can overload of a non-amateur radio or TV receiver by an amateur signal be reduced or eliminated?|D|||Block the interfering signal with a filter on the amateur transmitter|Switch the transmitter from FM to SSB|Switch the transmitter to a narrow-band mode|Block the amateur signal with a filter at the antenna input of the affected receiver
